content_traduzido,spacy_lemma,sentiment,sentiment_predicted
"meses app pois ativei verificacao duas etapas nao recebo codigo sms push nada ja ativei todas notificacoes possiveis app nada acontece falar nao consigo falar ninguem la preciso solucoes urgentes aguardando retorno resolvermos","['mês', 'app', 'ativei', 'verificacao', 'etapa', 'receber', 'codigo', 'sms', 'ativei', 'notificacoes', 'possivel', 'app', 'acontecer', 'falar', 'consigo', 'falar', 'ninguem', 'la', 'preciso', 'solucoes', 'urgente', 'aguardar', 'retorno', 'resolvermo']","disgust","erro"
"aplicativo falho principalmente reconhecimento facil imagem boa nitida objetos possa atrapalhar assim erro tentando assinar documento assinatura eletronica diz codigo enviado aplicativo gov sendo site cadastrado numero mail entao porque enviar justamente codigo aplicativo nao via sms mail obrigado instalar ainda cima totalmente falho","['aplicativo', 'falho', 'principalmente', 'reconhecimento', 'facil', 'imagem', 'boa', 'nitida', 'objeto', 'poder', 'atrapalhar', 'assim', 'erro', 'tentar', 'assinar', 'documento', 'assinaturar', 'eletronico', 'dizer', 'codigo', 'enviado', 'aplicativo', 'govr', 'site', 'cadastrar', 'numero', 'mail', 'entao', 'enviar', 'justamente', 'codigo', 'aplicativo', 'nao', 'ver', 'sms', 'mail', 'obrigar', 'instalar', 'ainda', 'totalmente', 'falho']","disgust","anger"
"horrivel precisamos usar nunca fica pedindo atualizacao toda hora gente atualiza documentos tira fotos precisa assim fica aguardando ate desistir","['horrivel', 'precisar', 'usar', 'nunca', 'ficar', 'pedir', 'atualizacao', 'hora', 'gente', 'atualizar', 'documento', 'tirar', 'foto', 'precisar', 'assim', 'ficar', 'aguardar', 'desistir']","anger","disgust"
"ola todos fizeram atualizacao app gov br nao consigo entrar app preciso ajuda entrar app pois varios documentos necessito aplivativo alguem configure questao pois nao consigo entrar portanto so vou dar estrela","['fazer', 'atualizacao', 'App', 'govr', 'consigo', 'entrar', 'app', 'preciso', 'ajudar', 'entrar', 'app', 'vario', 'documento', 'necessito', 'aplivativo', 'alguir', 'configure', 'questao', 'nao', 'consigo', 'entrar', 'dar', 'estrela']","disgust","sadness"
"pessimo aplicativo nao funciona nada tentando fazer reconhecimento facial nao funciona tanto app quanto site criados durante governo anterior so dificultar atendimento populacao ta hora atual governo acabar descentralizar servicos porque jeito fica dificil","['pessimo', 'aplicativo', 'funcionar', 'nada', 'tentar', 'fazer', 'reconhecimento', 'facial', 'nao', 'funcionar', 'tanto', 'app', 'quanto', 'site', 'criar', 'governo', 'anterior', 'so', 'dificultar', 'atendimento', 'populacaor', 'hora', 'atual', 'governo', 'acabar', 'descentralizar', 'servico', 'jeito', 'ficar', 'dificil']","anger","disgust"
"perde outro celular agora nao loga novo porque via codigo acesso antigo ridiculo nao ter nenhum canal atendimento resolver problemas acesso carteira digital tudo conta disso absurdo mes digitando senha correta nao conseguir acessar","['perder', 'celular', 'agora', 'logo', 'novo', 'ver', 'codigo', 'acesso', 'antigo', 'ridiculo', 'nao', 'ter', 'canal', 'atendimento', 'resolver', 'problema', 'acesso', 'carteiro', 'digital', 'contar', 'absurdo', 'digitar', 'correto', 'conseguir', 'acessar']","disgust","erro"
"reconhecimento facial nao funciona vezes bloqueado nao reconhece acontece acesso esposa entender baixo servico relacao coleta facial precisamos acessar servicos obrigatorio acessar app nao conseguimos","['reconhecimento', 'facial', 'nao', 'funcionar', 'vez', 'bloquear', 'reconhecer', 'acontecer', 'acesso', 'esposo', 'entender', 'baixo', 'servico', 'coleta', 'facial', 'precisar', 'acessar', 'servico', 'obrigatorio', 'acessar', 'app', 'conseguir']","disgust","disgust"
"governo ate tenta porem precisa melhorar comecando reconhecimento facial ta pessimo conseguir primeira vez fazer cadastro senha tudo abrir deu erro senha usuario nao reconhecido melhore ai favor","['governo', 'tentar', 'por', 'precisar', 'melhorar', 'comecar', 'reconhecimento', 'facial', 'pessimo', 'conseguir', 'vez', 'fazer', 'cadastro', 'senhar', 'abrir', 'dar', 'erro', 'ser', 'usuario', 'reconhecer', 'melhore', 'favor']","disgust","disgust"
"faz semana to tentando fazer login nesse app nada so erro manda tentar novo dificil conseguir usar sistema vcs hein preciso enviar nota fiscal ja to perdendo prazo sistema vcs nao funciona pq mudar sistema funcionava vcs nao funciona nao entendi","['fazer', 'semana', 'tentar', 'fazer', 'login', 'app', 'erro', 'mandar', 'tentar', 'novo', 'dificil', 'conseguir', 'usar', 'sistema', 'vcs', 'hein', 'preciso', 'enviar', 'nota', 'fiscal', 'perder', 'prazo', 'sistema', 'naoer', 'funcionar', 'mudar', 'sistema', 'funcionar', 'funcionar', 'entendi']","disgust","anger"
"horrivel todo app site governo nao consigo deixar conta nivel maximo porque simplesmente nao funciona reconhecimento facil outras opcoes sao usar plataforma so serve pra funcionario federal outra opcao ter conta banco pois adivinhe so nao nenhuma dessas opcoes parabens equipe cuida desses aplicativos pois deve maneiro trabalhar coxas assim ganhar dinheiro governo","['horrivel', 'app', 'site', 'governo', 'nao', 'consigo', 'deixar', 'conta', 'nivel', 'maximo', 'simplesmente', 'funcionar', 'reconhecimento', 'facil', 'opcoe', 'sao', 'usar', 'plataforma', 'servir', 'funcionario', 'federal', 'opcao', 'ter', 'conta', 'banco', 'adivinhar', 'nao', 'opcoes', 'parabem', 'equipe', 'cuidar', 'aplicativo', 'dever', 'maneiro', 'trabalhar', 'coxa', 'assim', 'ganhar', 'dinheiro', 'governo']","anger","disgust"
"desenvolvedores incapacitados ganham alto valor atraves licitacao pra prestar servico mediocre desses nao consigo entrar simplesmente erro nao reconhece smartphone olha conta nivel ouro reconhecimento facial nao opcao resetar ja instalei desinstalei varias vezes consigo acessar engracado app carteira digital consigo entrar utilizando senha gov br brasil sendo brasil parabens envolvid","['desenvolvedor', 'incapacitar', 'ganhar', 'alto', 'valor', 'atraves', 'licitacao', 'prestar', 'servico', 'mediocre', 'nao', 'consigo', 'entrar', 'simplesmente', 'erro', 'reconhecer', 'smartphone', 'olhar', 'contar', 'nivel', 'ouro', 'reconhecimento', 'facial', 'opcao', 'resetar', 'instalei', 'vario', 'vez', 'Consigo', 'engracar', 'carteiro', 'digital', 'entrar', 'utilizar', 'Brasil', 'parabem', 'envolvid']","anger","anger"
"pessimo vezes funciona outras vezes nao exemplo mes passado funcionando entrar agora deu erro denovo nada presta gov ctps digital ligacao central pra resolver ter solucao atendentes so informam aguardar outra falam ta tendo atualizacao sistema outras falam nao fazer esperar voltar funcionar mesmas respostas pra ctps digital tambem horrivel","['pessimo', 'vez', 'funcionar', 'vez', 'nao', 'exemplo', 'passado', 'funcionando', 'entrar', 'agora', 'dar', 'erro', 'denovo', 'nada', 'presta', 'Gov', 'ctps', 'digital', 'ligacao', 'central', 'resolver', 'solucao', 'atendente', 'informar', 'aguardar', 'falar', 'ter', 'atualizacao', 'sistema', 'falar', 'fazer', 'esperar', 'voltar', 'funcionar', 'mesmo', 'resposta', 'ctps', 'digital', 'tambem', 'horrivel']","anger","anger"
"ja bom agora sempre poblemas app n dificil usar varias funcoes deichando desejar ultimamente reconhecimento facil conseguindo fazer porem diz n lugar apropriado mal iluminacao porem nao nada aplicativo recusa triste instabilidade app","['bom', 'agora', 'sempre', 'poblema', 'appr', 'dificil', 'usar', 'varia', 'funcoe', 'deichando', 'desejar', 'ultimamente', 'reconhecimento', 'facil', 'conseguir', 'fazer', 'por', 'dizer', 'lugar', 'apropriar', 'mal', 'iluminacao', 'por', 'aplicativo', 'recusar', 'tristir', 'instabilidade', 'app']","disgust","anger"
"mae baixou tentando fazer reconhecimento facial dias pra aumentar nivel conta nao vai jeito nenhum nao usando oculos maquiagem nada atrapalhando nunca vai nao opcao faq aplicativo todos aplicativos governo lixo","['mae', 'baixar', 'tentar', 'fazer', 'reconhecimento', 'facial', 'dia', 'aumentar', 'nivel', 'contar', 'jeito', 'usar', 'oculos', 'maquiagem', 'nada', 'atrapalhar', 'nunca', 'opcao', 'faq', 'aplicativo', 'aplicativo', 'governo', 'lixo']","disgust","disgust"
"problema recorrente conta gov app site nao consigo acessar conta toda vez coloco dados numero cpf senha aparece opcao enviar codigo seguranca sms problema codigo nunca chega ficar reenviando solicitacao milhares vezes ate chegar ponto bloquear acesso favor resolvam problema nao aguento tanto estresse acessar conta aguardo solucao","['problema', 'recorrente', 'contar', 'gov', 'app', 'sitar', 'nao', 'consigo', 'acessar', 'conta', 'vez', 'coloco', 'dar', 'numero', 'sir', 'aparecer', 'opcao', 'enviar', 'codigo', 'seguranca', 'sms', 'problema', 'codigo', 'nunca', 'chegar', 'ficar', 'reenviar', 'solicitacao', 'vez', 'chegar', 'ponto', 'bloquear', 'acesso', 'favor', 'resolr', 'problema', 'nao', 'aguento', 'tanto', 'estrer', 'acessar', 'conta', 'aguardo', 'solucao']","disgust","fear"
"ativei verificacao duas etapas nao consegui acessar conta porque nao recebo codigo notificacao smartphone sms email vale tentar acessar conta pc conclusao enquanto perdi cidadania servicos digitais governo consegui acessar apos alguns dias obviamente cancelei verificacao duas etapas","['ativei', 'verificacao', 'etapa', 'conseguir', 'acessar', 'conta', 'receber', 'sms', 'email', 'valer', 'tentar', 'acessar', 'conta', 'conclusao', 'enquanto', 'perdi', 'cidadania', 'servico', 'digital', 'governo', 'conseguir', 'acessar', 'apo', 'dia', 'obviamente', 'cancelei', 'verificacao', 'etapa']","disgust","erro"
"acesso torna quase impossivel reconhecimento facil nao funciona nao possivel entrar app todas outras formas acesso simplesmente nao funcionam deveriam facilitar acesso unica maneira averiguar certas informacoes pessima plataforma","['acesso', 'tornar', 'quase', 'impossivel', 'reconhecimento', 'facil', 'funcionar', 'possivel', 'entrar', 'app', 'forma', 'acesso', 'simplesmente', 'funcionar', 'dever', 'facilitar', 'acesso', 'unico', 'maneira', 'averiguar', 'informacoes', 'pessimo', 'plataforma']","disgust","disgust"
"bom excelente bom gostei recomendo todos quantos precisarem obter reconhecimento facial recuperar senhas fazer alteracoes senha quaisquer dados esquecidos vez super indico aplicativo todos quantos precisem recuperar dados senhas perdidas esquecidas aplicativo ajudou recuperar cnh digital espero sei ajudara todos quantos precisarem quero aqui agradecer criadores desse aplicativo","['bom', 'excelente', 'bom', 'gostar', 'recomer', 'precisar', 'obter', 'reconhecimento', 'facial', 'recuperar', 'senha', 'fazer', 'alteracoes', 'senhar', 'dado', 'esquecir', 'vez', 'super', 'indico', 'aplicativo', 'preciser', 'recuperar', 'dado', 'senha', 'perdir', 'esquecir', 'aplicativo', 'ajudar', 'recuperar', 'digital', 'esperar', 'saber', 'ajudar', 'precisar', 'quero', 'aqui', 'agradecer', 'criador', 'aplicativo']","happiness","happiness"
"nao consigo fazer login entro cpf senha dai abre outra pagina login html pede inserir codigo enviado pro celular nao consigo abrir app porque redireciona pagina loop infinito","['nao', 'consigo', 'fazer', 'login', 'entro', 'ser', 'dai', 'abrir', 'pagina', 'pedir', 'inserir', 'codigo', 'enviar', 'pro', 'celular', 'consigo', 'abrir', 'app', 'redirecionar', 'pagino', 'infinito']","disgust","anger"
"peco socorro desenvolvedores site ativei seguranca duas etapas disso nao consigo entrar nenhum site gov br pois enviam cod nao recebo aparelho nao troquei celular uso numero ha anos bem email agora consigo acessar irpf imprimir boleto pagamento ja tentei todas maneiras ate acessando banco nada ajudem","['pecar', 'desenvolvedor', 'site', 'ativei', 'seguranca', 'etapa', 'nao', 'consigo', 'entrar', 'site', 'gov', 'br', 'pois', 'enviar', 'cod', 'receber', 'aparelho', 'troquei', 'celular', 'uso', 'numero', 'ha', 'ano', 'bem', 'email', 'agora', 'com si', 'acessar', 'irpf', 'imprimir', 'boleto', 'pagamento', 'tentar', 'maneira', 'acessar', 'banco', 'nada', 'ajudar']","disgust","fear"
"proposta legal porem programadores devem exonerados pois criaram aplicativo quase impossivel fazer funcionar ja configurado conta ouro sistema porem nao consigo acessar aplicativo celular absurdo","['proposta', 'legal', 'por', 'programador', 'dever', 'exonerar', 'criar', 'aplicativo', 'quase', 'impossivel', 'fazer', 'funcionar', 'configurar', 'conta', 'ouro', 'sistema', 'por', 'consigo', 'acessar', 'aplicativo', 'celular', 'absurdo']","disgust","disgust"
"ideia otima funcionasse validacao facial nao ocorre funcoes reiniciam nao acontecem preenchimento dados some perdi dia inteiro nao consegui resolver cadastro app acessar detran","['ideia', 'otimo', 'funcionar', 'validacao', 'facial', 'ocorrer', 'funcoe', 'reinicer', 'acontecer', 'preenchimento', 'dar', 'some', 'perdir', 'dia', 'inteiro', 'conseguir', 'resolver', 'cadastro', 'app', 'acessar', 'detran']","disgust","anger"
"apos inumeras tentativas atualizar senha gov br acesso bloqueado nao sei porque programa sistema resolveu emperrar comigo gerava senha digitava cpf nova senha software nao ia pra frente preciso atualizar cnis parece unico meio via digital tambem outra dificuldade comparthada muitos brasileiros fato casa redondezas nao pegar linha claro vivo so rede","['apo', 'inumero', 'tentativo', 'atualizar', 'Senha', 'gov', 'acesso', 'bloquear', 'saber', 'programa', 'sistema', 'resolver', 'emperrar', 'gerar', 'digitar', 'cpf', 'novo', 'senha', 'frente', 'preciso', 'atualizar', 'cnis', 'parecer', 'unico', 'meio', 'via', 'digital', 'tambem', 'dificuldade', 'comparthar', 'brasileiro', 'fato', 'casa', 'pegar', 'linha', 'claro', 'viver', 'rede']","disgust","erro"
"tentando acessar ha dias porem simplesmente nao consigo configurei conforme sugestao proprio app verificacao duas etapas faco login cpf senha codigo verificacao nunca enviado alguem ai pode explicar gentileza","['tentar', 'acessar', 'ha', 'dia', 'por', 'simplesmente', 'nao', 'configur', 'conforme', 'sugestao', 'proprio', 'app', 'verificacao', 'etapa', 'faco', 'cpf', 'senhar', 'codigo', 'verificacao', 'nunca', 'enviar', 'alguir', 'poder', 'explicar', 'gentileza']","disgust","erro"
"nss ta lixo nao faz reconhecimento facial loin impossivel fazer app horrivel ja nao querer atender pessoalmente menos deviam ajustar app marcar horario ter ter tanto problema so ora acessar conta pessimo lixo total app","['ta', 'lixo', 'nao', 'fazer', 'reconhecimento', 'facial', 'loin', 'impossivel', 'fazer', 'app', 'horrivel', 'querer', 'atender', 'pessoalmente', 'menos', 'dever', 'ajustar', 'app', 'marcar', 'horario', 'ter', 'ter', 'problema', 'ora', 'acessar', 'conta', 'pessimo', 'lixo', 'total', 'app']","anger","anger"
"simplesmente nao funcionando ultimos dias nao consigo entrar nada faca certo ainda fica mostrando conta bloqueada reconhecimento facial nao funciona tres meses atras td ok agora consigo realizar nada pior suporte so gera enorme estresse quase quebrei telefone so fiz prq lembrei to brigando alguma coisa governo criou porque pobre dependendo dessa mer","['simplesmente', 'nao', 'funcionar', 'ultimos', 'dia', 'nao', 'consigo', 'entrar', 'facar', 'certo', 'ainda', 'ficar', 'mostrar', 'conta', 'bloquear', 'reconhecimento', 'facial', 'nao', 'funcionar', 'tr', 'mês', 'atra', 'td', 'agora', 'com si', 'realizar', 'mau', 'suporte', 'gerar', 'enorme', 'estresse', 'quase', 'quebrar', 'telefone', 'fiz', 'lembrar', 'brigar', 'coisa', 'governo', 'criar', 'pobre', 'depender', 'mer']","anger","anger"
"aplicativo horrivel nunca funcionou reconhecimento facial sempre problemas assinatura digital manda senha nunca chega sempre erro","['aplicativo', 'horrivel', 'nunca', 'funcionar', 'reconhecimento', 'facial', 'sempre', 'problema', 'assinaturar', 'digital', 'manda', 'senhar', 'nunca', 'chegar', 'sempre', 'erro']","anger","disgust"
"bom poderiam incluir todos documentos inclusive certidao nascimentos etc ja ha tempo codigo verificacao duas etapas nunca alternativa bem vinda tal google microsoft autenticador eficaz","['bom', 'poder', 'incluir', 'documento', 'inclusive', 'certidao', 'nascimento', 'etc', 'ha', 'tempo', 'codigo', 'verificacao', 'etapa', 'nunca', 'alternativa', 'bem', 'vinda', 'google', 'eficaz']","sadness","happiness"
"aplicativo pessimo desde semana passada tento fazer acesso realizar prova vida mae cujo prazo vence dia deste mes nao consigo pois app sempre mostra mesma mensagem erro nao possivel autorizar acesso verifique credenciais tente novamente contudo credenciais acesso estao corretas pois consigo entrar site gov br normalmente navegador","['aplicativo', 'pessimo', 'semana', 'passado', 'tento', 'fazer', 'acesso', 'realizar', 'prova', 'vida', 'mae', 'prazo', 'vencer', 'dia', 'mes', 'nao', 'consigo', 'app', 'sempre', 'mostrar', 'mesmo', 'mensagem', 'erro', 'nao', 'possivel', 'autorizar', 'acesso', 'verificar', 'credencial', 'tentar', 'novamente', 'credencial', 'acesso', 'estao', 'correta', 'consigo', 'entrar', 'site', 'gov', 'normalmente', 'navegador']","anger","anger"
"reconhecimento facial pouco pratico pois mau informa deve fazer ja fala certo porem apos fala nao reconheceu corretamente tera refazer so funcionou direito apos deixar distante aparecer tambem cabelo aplicativo nao informou","['reconhecimento', 'facial', 'pouco', 'pratico', 'pois', 'mau', 'informa', 'dever', 'fazer', 'falar', 'certo', 'por', 'apo', 'falar', 'reconhecer', 'corretamente', 'tera', 'refazer', 'funcionar', 'direito', 'deixar', 'distante', 'aparecer', 'tambem', 'cabelo', 'aplicativo', 'informar']","disgust","disgust"
"horrivel reconhecimento facial faz dias tentando cumpra todos requisitos dificilmente aprova imagem solicito calibragem melhor ferramenta pois gera perca tempo","['horrivel', 'reconhecimento', 'facial', 'fazer', 'dia', 'tentar', 'cumpra', 'requisito', 'dificilmente', 'aprovar', 'imagem', 'solicito', 'calibragem', 'bom', 'ferramentar', 'gerar', 'perca', 'tempo']","disgust","disgust"
"simplesmente horrivel fiquei duas horas nao consegui emitir nota fiscal prestacao servicos mei empresa q trabalho criou deveria menos pensar pessoas ninguem tempo perder correndo atras d reconhecimento facial numero recibo irpf certificado digital etc pensem desburocratizar nao complicar vida brasileiros nota","['simplesmente', 'horrivel', 'fiquei', 'hora', 'conseguir', 'emitir', 'nota', 'fiscal', 'servico', 'empresa', 'trabalho', 'criar', 'dever', 'menos', 'pensar', 'pessoa', 'ninguem', 'tempo', 'perder', 'correr', 'atra', 'reconhecimento', 'facial', 'numero', 'recibo', 'Irpf', 'certificar', 'digital', 'etc', 'pensar', 'desburocratizar', 'complicar', 'vida', 'brasileiro', 'nota']","anger","disgust"
"esquecer senha fiz varias tentativas login dai aplicativo bloqueou perfil aviso previo nao informado acerca limite tentativas pior criar nova senha baixou nivel impedindo acesso gov nao ha orientacoes previas ajuda app inadequada sabem mto bem fazer imposicoes restricoes uso obrigatorio","['esquecer', 'ser', 'fiz', 'vario', 'tentativa', 'aplicativo', 'bloquear', 'perfil', 'aviso', 'previo', 'informar', 'limite', 'tentativa', 'mau', 'criar', 'novo', 'senha', 'baixar', 'nivel', 'impedir', 'acesso', 'Gov', 'ha', 'previa', 'ajudar', 'app', 'inadequar', 'saber', 'bem', 'fazer', 'imposicoes', 'restricoes', 'uso', 'obrigatorio']","disgust","erro"
"app valores receber informam dizem so podemos acessar informacoes nivel prata ouro direcionados app gov br nao consigo fazer reconhecimento facial aumentar nivel nenhum outro possa subir nivel explicado porque tanta gente pra receber nao resgatou ainda causa burocracia brasileira tudo colocar dificuldade algo pra povo","['appr', 'valor', 'receber', 'informar', 'dizer', 'so', 'poder', 'acessar', 'informacoes', 'nivel', 'prata', 'ouro', 'direcionar', 'gov', 'consigo', 'fazer', 'reconhecimento', 'facial', 'aumentar', 'nivel', 'poder', 'subir', 'nivel', 'explicar', 'tanto', 'gente', 'receber', 'resgatar', 'ainda', 'causa', 'burocracia', 'brasileiro', 'colocar', 'dificuldade', 'povo']","disgust","erro"
"nao consigo receber codigo acesso nada ja tentei mil vezes nada reconhecimento facial nulo adianta falar causa qualidade foto cel semana comprei camera boa","['nao', 'consigo', 'receber', 'codigo', 'acesso', 'tentar', 'vez', 'reconhecimento', 'facial', 'nulo', 'adiantar', 'falar', 'causo', 'qualidade', 'foto', 'cel', 'semana', 'comprei', 'camera', 'boa']","disgust","erro"
"aplicativo sendo uso proprio pessoal importante mim tendo dados adiquerir durante alguns anos vida penso posso confiar totalmente responsabilidade seguranca app mantar guardar historia cidadao brasileiro profissional tendo nele varias funcoes carteira trabalho","['aplicativo', 'uso', 'proprio', 'pessoal', 'importante', 'dar', 'adiquerir', 'ano', 'vida', 'pensar', 'poder', 'confiar', 'totalmente', 'responsabilidade', 'seguranca', 'app', 'mantar', 'guardar', 'historiao', 'cidadao', 'brasileiro', 'profissional', 'ter', 'vario', 'funcoe', 'Carteira', 'trabalho']","neutral","happiness"
"simplesmente nao funciona reconhecimento facial exigido acessar app vai exigir certo meio liberar acesso entao meio devera funcionar ninguem acessa todos comentarios praticamente sao nao estao conseguindo acessar motivo resposta pras avaliacoes sao todas nocao nada ver assunto","['simplesmente', 'funcionar', 'reconhecimento', 'facial', 'exigir', 'acessar', 'app', 'exigir', 'meio', 'liberar', 'acesso', 'entao', 'meio', 'devera', 'funcionar', 'acessar', 'comentario', 'praticamente', 'sao', 'nao', 'estao', 'conseguir', 'acessar', 'motivo', 'resposta', 'pro', 'avaliacoe', 'sao', 'nocao', 'nada', 'ver', 'assunto']","disgust","erro"
"reconhecimento facial simplesmente nao funciona rosto estando perfeitamente enquadrado entrei contato suporte fingem nao entender nao existe suporte auxilio resolver problema resposta suporte maior prova fingem entendem ja biometria cadastrado problema problema app faz reconhecimento facial diz nenhum rosto identificado rosto estando enquadrado","['reconhecimento', 'facial', 'simplesmente', 'funcionar', 'rosto', 'estar', 'perfeitamente', 'enquadrar', 'entrar', 'contato', 'suporte', 'fingem', 'entender', 'existir', 'suporte', 'auxilio', 'resolver', 'problema', 'resposta', 'suporte', 'grande', 'prova', 'fingem', 'entender', 'biometr', 'cadastrar', 'problema', 'problema', 'appr', 'fazer', 'reconhecimento', 'facial', 'dizer', 'rosto', 'identificar', 'rosto', 'enquadrar']","disgust","anger"
"nao entendo sentido aplicativos governo tudo q preciso fazer app ir alguma agencia caixa eletronico nao consigo acessar carteira pq agora q subir nivel funcao aplicativo facilitar vida usa nao complicar ainda melhorem banalidades dirigir agencia pra validar qualquer funcao aplicativo","['nao', 'enter', 'sentido', 'aplicativo', 'governo', 'preciso', 'fazer', 'app', 'ir', 'agencia', 'caixa', 'eletronico', 'nao', 'consigo', 'acessar', 'carteira', 'agora', 'subir', 'nivel', 'funcao', 'aplicativo', 'facilitar', 'vida', 'usar', 'complicar', 'ainda', 'melhor', 'banalidades', 'dirigir', 'agencia', 'validar', 'funcao', 'aplicativo']","disgust","erro"
"sistema continua falhas nao entende prova vida ja realizada banco nao reconhece foto jeito nenhum nenhum angulo qualquer tipo luz ruim","['sistema', 'continuar', 'falha', 'entender', 'prova', 'vida', 'realizar', 'banco', 'reconhecer', 'foto', 'jeito', 'angulo', 'tipo', 'luz', 'ruim']","anger","anger"
"ja faz algum tempo q nao funcionando seguranca sempre trocam email senha conseguem acessar gov pessoa reconhecimento facial nunca funciona qdo vai tirar foto app reinicia agora veio atualizacao achei q ia melhorar agora colocar senha digito cpf qdo vou clicar pra digitar senha app reinicia saco pior q dependo app","['fazer', 'tempo', 'q', 'nao', 'funcionando', 'seguranca', 'sempre', 'trocar', 'email', 'ser', 'conseguir', 'acessar', 'pessoa', 'reconhecimento', 'facial', 'nunca', 'funcionar', 'tirar', 'foto', 'reiniciar', 'agora', 'vir', 'atualizacao', 'achar', 'melhorar', 'agora', 'colocar', 'senha', 'digito', 'cpf', 'clicar', 'digitar', 'ser', 'reiniciar', 'saco', 'mau', 'deper', 'app']","anger","erro"
"ha mes tentando acessar gov reconhecimento facial nao vai jeito nenhum nao fiz plastica nao cara mesma preciso acessar inss consigo porque gov bloqueado libera uso celular agora falo recuperar acesso agora vcs mexeram perdi conta ouro bronze continuo acesso aplicativo apenas site parabens competencia","['ha', 'mes', 'tentar', 'acessar', 'gov', 'reconhecimento', 'facial', 'jeito', 'plastico', 'cara', 'mesmo', 'preciso', 'acessar', 'inss', 'consigo', 'gov', 'bloquear', 'liberar', 'uso', 'celular', 'agora', 'falar', 'recuperar', 'acesso', 'agora', 'mexer', 'perdi', 'conta', 'ouro', 'continuer', 'acesso', 'aplicativo', 'apenas', 'site', 'parabem', 'competencia']","anger","erro"
"horrivel tentando fazer reconhecimento facial prova vida mae desde dia maio todos dias aparece msg iluminacao ruim nao detecta rosto ja testei aparelhos celulares diferentes simplesmente nao consigo gente favor ano vcs enviam resposta ano problema continua ja fiz cel irmaos ninguem consegue","['horrivel', 'tentar', 'fazer', 'reconhecimento', 'facial', 'provo', 'vida', 'mae', 'dia', 'maio', 'dia', 'aparecer', 'iluminacao', 'ruim', 'nao', 'detecta', 'rosto', 'testei', 'aparelho', 'celular', 'diferente', 'simplesmente', 'nao', 'gente', 'favor', 'ano', 'vcs', 'enviar', 'resposta', 'ano', 'problema', 'continuar', 'fiz', 'conseguir']","anger","disgust"
"nao consigo receber codigo sms fazer verificacao etapas ja verifiquei operadora nao ha nenhum bloqueio tendo vista recebo sms outras empresas irritante nao disponibiliza alternativa receber codigo pois entro aplicativo banco pede codigo enviado celular absurdo falar solicitar solucao certeza problema deve ocasionando transtornos vida pessoas","['nao', 'consigo', 'receber', 'codigo', 'sms', 'fazer', 'etapa', 'verifiquei', 'operadora', 'ha', 'bloqueio', 'ver', 'recebo', 'sms', 'empresa', 'irritante', 'nao', 'disponibilizar', 'alternativa', 'receber', 'codigo', 'entro', 'aplicativo', 'banco', 'pedir', 'codigo', 'enviado', 'celular', 'absurdo', 'falar', 'solicitar', 'solucao', 'certeza', 'problema', 'dever', 'ocasionar', 'transtorno', 'vidar', 'pessoa']","disgust","anger"
"oportunidade escolhe opcao alimentar nivel conforme orientacao app fotografia sendo assim sugiro nao desqualifique nao permitido erro app opcao acredito alguem beneficia talvez prejudicar gentileza acertem aplicativo foto","['oportunidade', 'escolhe', 'opcao', 'alimentar', 'nivel', 'orientacao', 'app', 'fotografia', 'ser', 'assim', 'sugiro', 'desqualificar', 'permitir', 'erro', 'appr', 'opcao', 'acreditar', 'alguir', 'beneficia', 'talvez', 'prejudicar', 'gentileza', 'acertir', 'aplicativo', 'foto']","disgust","neutral"
"pra aumentat nivel seguranca conta voce precisa habilitar reconhecimento facial nao problema funcionasse tentei diversas maneiras tirar foto nada app fala nenhum rosto detectado claramente rosto meio tela","['aumentat', 'nivel', 'seguranca', 'contar', 'voce', 'precisar', 'habilitar', 'reconhecimento', 'facial', 'nao', 'problema', 'funcionasse', 'tentar', 'maneira', 'tirar', 'foto', 'app', 'falar', 'rosto', 'detectar', 'claramente', 'ror', 'meio', 'tela']","disgust","erro"
"fiquei usar app fazer outra senha conseguir digito cpf entrar nao consigo digitar senha porque reinicia toda vez tento colocar senha ja desinstalei ja limpei caches dados assim nao consigo acessar fiz mei nao consigo ter acesso finalizar imprimir boletos pagamento rosto furioso","['fiquei', 'usar', 'app', 'fazer', 'senha', 'digito', 'cpf', 'entrar', 'consigo', 'digitar', 'senha', 'reiniciar', 'vez', 'tento', 'colocar', 'senha', 'caches', 'dar', 'assim', 'nao', 'consigo', 'acessar', 'fiz', 'nao', 'consigo', 'ter', 'acesso', 'finalizar', 'imprimir', 'boleto', 'pagamento', 'rosto', 'furioso']","disgust","anger"
"so milhares pessoas nao estao conseguindo habilitar app conta erro reconhecimento facial pior resposta robo pra todos sendo bem obvio concreto app defeito inves arrumar dizem burros nao capacidade motora intelectual centralizar rosto tela celular rss desinstalando ja pena pior precisava pra questao trabalho","['pessoa', 'estao', 'conseguir', 'habilitar', 'app', 'contar', 'erro', 'reconhecimento', 'facial', 'mau', 'resposta', 'robo', 'bem', 'obvio', 'concreto', 'app', 'defeito', 'arrumar', 'dizer', 'burro', 'capacidade', 'motor', 'intelectual', 'centralizar', 'celular', 'desinstalar', 'pena', 'pior', 'precisar', 'questao', 'trabalho']","disgust","erro"
