content_traduzido,sentiment,sentiment_polarity,spacy_lemma,cleaned_content,cluster,umap_x,umap_y,distance_to_centroid,original_index
anos atras nota conta quedas sistema q baixar p nota volta meia sistema fica ar ate medo rua comendo lanche fazendo compras ficar ter pagar preocupante rosto desapontado tirando banco otimo melhor q fisicos aspecto geral meses retorno baixar estrla conta bugs constantes aplicativo importante pra iphone sony forte queda sistema proximo ipad tange altura caiu patamar myspace sistemas funcionando bem forte todas nivel s queda metros apenas sistema ficou fase myspace bom nivel s relacao ipad,fear,negative,"['ano', 'atra', 'nota', 'contar', 'queda', 'sistema', 'baixar', 'nota', 'voltar', 'meia', 'sistema', 'ficar', 'ar', 'medo', 'rua', 'comer', 'lanchar', 'fazer', 'compra', 'ficar', 'pagar', 'preocupante', 'rosto', 'desapontar', 'tirar', 'banco', 'otimo', 'bom', 'q', 'fisico', 'aspecto', 'geral', 'mês', 'retorno', 'baixar', 'estrla', 'contar', 'bugs', 'constante', 'aplicativo', 'importante', 'iphone', 'sony', 'forte', 'queda', 'proximo', 'ipad', 'tange', 'altura', 'cair', 'patamar', 'myspace', 'sistema', 'funcionar', 'bem', 'forte', 'nivel', 'queda', 'metro', 'apenas', 'sistema', 'ficar', 'fase', 'myspace', 'bom', 'nivel', 'relacao', 'ipad']",ano atra nota contar queda sistema baixar nota voltar meia sistema ficar ar medo rua comer lanchar fazer compra ficar pagar preocupante rosto desapontar tirar banco otimo bom q fisico aspecto geral ms retorno baixar estrla contar bugs constante aplicativo importante iphone sony forte queda proximo ipad tange altura cair patamar myspace sistema funcionar bem forte nivel queda metro apenas sistema ficar fase myspace bom nivel relacao ipad,-1,5.351375,-6.0224657,,3459
volta dia parou funcionar perdi acesso pix tudo uns dias apos reinstalacao consegui logar novo app acessar conta fiquei preocupado rosto desapontado resolvido bem chato verdade ninguem garante nao acontecera novo novo nova pessoa dia viu pediu nome a coisa motivo parece menino ama ama sabe pois sabe nome nome verdadeiro alguem ama e preciso mim nome saiba nome mas quero encontrar nome chamo sempre familia a unica coisa faz app esperando momento namoro vou dar nome,fear,negative,"['voltar', 'dia', 'parar', 'funcionar', 'perdi', 'acesso', 'pix', 'dia', 'apo', 'conseguir', 'logar', 'novo', 'app', 'acessar', 'conta', 'fiquei', 'preocupar', 'rosto', 'desapontar', 'resolver', 'bem', 'chato', 'verdade', 'ninguem', 'garantir', 'nao', 'acontecera', 'novo', 'novo', 'novo', 'pessoa', 'dia', 'ver', 'pedir', 'nome', 'coisa', 'motivo', 'parecer', 'menino', 'amar', 'amar', 'saber', 'saber', 'nome', 'nome', 'verdadeiro', 'alguir', 'amar', 'preciso', 'nome', 'saber', 'nome', 'querer', 'encontrar', 'nome', 'chamo', 'sempre', 'familiar', 'unico', 'coisa', 'fazer', 'app', 'esperar', 'momento', 'namoro', 'dar', 'nome']",voltar dia parar funcionar perdi acesso pix dia apo conseguir logar novo app acessar conta fiquei preocupar rosto desapontar resolver bem chato verdade ninguem garantir nao acontecera novo novo novo pessoa dia ver pedir nome coisa motivo parecer menino amar amar saber saber nome nome verdadeiro alguir amar preciso nome saber nome querer encontrar nome chamo sempre familiar unico coisa fazer app esperar momento namoro dar nome,-1,1.6681501,3.4346626,,3465
volta dia parou funcionar perdi acesso pix tudo uns dias apos reinstalacao consegui logar novo app acessar conta fiquei preocupado rosto desapontado resolvido bem chato verdade ninguem garante nao acontecera novo dia momento empolgado pois agora quero ter visao historia serie bem feito vida incrivel sonho mim incrivel bem feito mas projeto televisao,fear,negative,"['voltar', 'dia', 'parar', 'funcionar', 'perdi', 'acesso', 'pix', 'dia', 'apo', 'conseguir', 'logar', 'novo', 'app', 'acessar', 'conta', 'fiquei', 'preocupar', 'rosto', 'desapontar', 'resolver', 'bem', 'chato', 'verdade', 'ninguem', 'garantir', 'acontecera', 'novo', 'dia', 'momento', 'empolgar', 'agora', 'querer', 'ter', 'visao', 'historio', 'bem', 'fazer', 'vida', 'incrivel', 'sonho', 'incrivel', 'bem', 'fazer', 'projeto', 'televisao']",voltar dia parar funcionar perdi acesso pix dia apo conseguir logar novo app acessar conta fiquei preocupar rosto desapontar resolver bem chato verdade ninguem garantir acontecera novo dia momento empolgar agora querer ter visao historio bem fazer vida incrivel sonho incrivel bem fazer projeto televisao,-1,1.6607765,3.4388595,,3466
comprei ate agora pra uso pessoal duas camisas polo quatro bermudas jeans duas bermudas dois shorts bermuda azul preta preta veio justa apesar produto recentemente comprei dois shorts jeans deviam ter cm comprimento ambas vieram cm vou deixar comprar bermudas shorts causa disso vou ter tirar calca usar dando ajudar fazer trabalho melhor assim quero recendo colegas mulher forte pois mulher forte porque vida vida posso perder forca fazer faz quer ver trabalho dizer fazer pode posso sentir forca forca receba voce ter mim,fear,negative,"['comprei', 'agora', 'uso', 'pessoal', 'camisa', 'polo', 'bermuda', 'jeans', 'bermuda', 'short', 'azul', 'preto', 'preto', 'vir', 'justo', 'produto', 'recentemente', 'comprei', 'short', 'dever', 'ter', 'comprimento', 'vier', 'deixar', 'comprar', 'bermuda', 'shorts', 'causa', 'ter', 'tirar', 'calca', 'usar', 'dar', 'ajudar', 'fazer', 'trabalho', 'melhor', 'assim', 'querer', 'recer', 'colega', 'mulher', 'forte', 'pois', 'mulher', 'forte', 'vida', 'vido', 'poder', 'perder', 'forca', 'fazer', 'fazer', 'ver', 'trabalho', 'dizer', 'fazer', 'poder', 'poder', 'sentir', 'forca', 'forca', 'receber', 'ter']",comprei agora uso pessoal camisa polo bermuda jeans bermuda short azul preto preto vir justo produto recentemente comprei short dever ter comprimento vier deixar comprar bermuda shorts causa ter tirar calca usar dar ajudar fazer trabalho melhor assim querer recer colega mulher forte pois mulher forte vida vido poder perder forca fazer fazer ver trabalho dizer fazer poder poder sentir forca forca receber ter,-1,14.5544615,-0.50122255,,3472
comprei ate agora pra uso pessoal duas camisas polo quatro bermudas jeans duas bermudas dois shorts bermuda azul preta preta veio justa apesar produto recentemente comprei dois shorts jeans deviam ter cm comprimento ambas vieram cm vou deixar comprar bermudas shorts causa disso quero comprar calca tamanho pois maior plataforma possivel forma alguma boa qualidade ja colega colega apartamento andava fazendo compras disse comprando calca calcao entao apartamento acabou batendo chao colega disse poderia usado loja disse deveria calca calcao ja saiamos loja cheguei lugar onde indo viram tudo pronto compras cheio bermudas entao sai loja cheguei la melhor fazer comecei fazer compras e logo vi minuto ali tudo pronto minuto local venda sai casa todos todos vao falar comigo legal depois algumas semanas meses tudo pronto sai casa todos todos vao falar comigo legal depois algumas semanas meses pronto casa todos todos vao falar comigo legal depois algumas semanas meses,fear,negative,"['comprei', 'agora', 'uso', 'pessoal', 'camisa', 'polo', 'bermuda', 'jeans', 'bermuda', 'short', 'azul', 'preto', 'preto', 'vir', 'justo', 'produto', 'recentemente', 'comprei', 'short', 'dever', 'ter', 'comprimento', 'vier', 'deixar', 'comprar', 'bermuda', 'shorts', 'causa', 'querer', 'comprar', 'tamanho', 'pois', 'grande', 'plataforma', 'possivel', 'forma', 'bom', 'qualidade', 'colega', 'apartamento', 'andar', 'fazer', 'compra', 'dizer', 'comprar', 'entao', 'apartamento', 'acabar', 'bater', 'chao', 'colega', 'dizer', 'poder', 'usar', 'loja', 'dizer', 'dever', 'calcao', 'saiamo', 'loja', 'cheguei', 'lugar', 'ir', 'ver', 'pronto', 'compra', 'cheio', 'bermur', 'entao', 'sair', 'lojar', 'cheguei', 'bom', 'fazer', 'começar', 'fazer', 'compra', 'logo', 'ver', 'minuto', 'ali', 'pronto', 'minuto', 'local', 'venda', 'sair', 'casa', 'falar', 'comigo', 'legal', 'depois', 'semana', 'mês', 'pronto', 'sair', 'casa', 'falar', 'comigo', 'legal', 'depois', 'semana', 'mês', 'pronto', 'casa', 'falar', 'comigo', 'legal', 'depois', 'semana', 'mês']",comprei agora uso pessoal camisa polo bermuda jeans bermuda short azul preto preto vir justo produto recentemente comprei short dever ter comprimento vier deixar comprar bermuda shorts causa querer comprar tamanho pois grande plataforma possivel forma bom qualidade colega apartamento andar fazer compra dizer comprar entao apartamento acabar bater chao colega dizer poder usar loja dizer dever calcao saiamo loja cheguei lugar ir ver pronto compra cheio bermur entao sair lojar cheguei bom fazer comear fazer compra logo ver minuto ali pronto minuto local venda sair casa falar comigo legal depois semana ms pronto sair casa falar comigo legal depois semana ms pronto casa falar comigo legal depois semana ms,-1,14.557358,-0.49846825,,3473
volta dia parou funcionar perdi acesso pix tudo uns dias apos reinstalacao consegui logar novo app acessar conta fiquei preocupado rosto desapontado resolvido bem chato verdade ninguem garante nao acontecera novo verdade vou explicar todos provar caso ingratidao fez pois filho internado pneumonia assim novo vai morar pai eu fazer algumas correcoes pode demorar recupete hospital,fear,negative,"['voltar', 'dia', 'parar', 'funcionar', 'perdi', 'acesso', 'pix', 'dia', 'apo', 'conseguir', 'logar', 'novo', 'app', 'acessar', 'conta', 'fiquei', 'preocupar', 'rosto', 'desapontar', 'resolver', 'bem', 'chato', 'verdade', 'ninguem', 'garantir', 'acontecera', 'novo', 'verdade', 'explicar', 'provar', 'caso', 'ingratidao', 'fazer', 'pois', 'filho', 'internar', 'pneumonia', 'assim', 'novo', 'morar', 'pai', 'fazer', 'correcoe', 'poder', 'demorar', 'recupete', 'hospital']",voltar dia parar funcionar perdi acesso pix dia apo conseguir logar novo app acessar conta fiquei preocupar rosto desapontar resolver bem chato verdade ninguem garantir acontecera novo verdade explicar provar caso ingratidao fazer pois filho internar pneumonia assim novo morar pai fazer correcoe poder demorar recupete hospital,-1,1.670914,3.4365199,,3479
comprei ate agora pra uso pessoal duas camisas polo quatro bermudas jeans duas bermudas dois shorts bermuda azul preta preta veio justa apesar produto recentemente comprei dois shorts jeans deviam ter cm comprimento ambas vieram cm vou deixar comprar bermudas shorts causa disso preco deve ficar como lembro preco subir acho fazendo comprar jeans anos quero gastar vida colocando ar maximo tempo possivel sim vou vender maximo se acontecer posso fazer outra coisa se certeza preco justo fazendo vender anos eu posso dizer quero pagar fazendo planejando nenhum dinheiro ganho dinheiro ganho a maioria fazendo jeans anos apenas pequena parte receitas eu acho dificil encontrar jeans anos justo porem jeans anos vao valiosas importa jeans eu vou comecar vender anos maximo fazer comprar anos posso dizer quero anos planejando aconteca feliz ver satisfeito venda anos,fear,negative,"['comprei', 'agora', 'uso', 'pessoal', 'camisa', 'polo', 'bermuda', 'jeans', 'bermuda', 'short', 'azul', 'preto', 'preto', 'vir', 'justo', 'produto', 'recentemente', 'comprei', 'short', 'dever', 'ter', 'comprimento', 'vier', 'deixar', 'comprar', 'bermuda', 'shorts', 'causa', 'preco', 'dever', 'ficar', 'lembro', 'preco', 'subir', 'achar', 'fazer', 'comprar', 'ano', 'querer', 'gastar', 'vida', 'colocar', 'ar', 'maximo', 'tempo', 'possivel', 'sim', 'vender', 'maximo', 'acontecer', 'poder', 'fazer', 'coisa', 'certezar', 'preco', 'justo', 'fazer', 'vender', 'ano', 'poder', 'dizer', 'querer', 'pagar', 'fazer', 'planejar', 'dinheiro', 'ganhar', 'dinheiro', 'ganhar', 'maioria', 'fazer', 'ano', 'apenas', 'pequeno', 'parte', 'receita', 'achar', 'dificil', 'encontrar', 'ano', 'justo', 'por', 'jeans', 'ano', 'valiosas', 'importar', 'jeans', 'comecar', 'vender', 'ano', 'maximo', 'fazer', 'comprar', 'ano', 'poder', 'dizer', 'querer', 'ano', 'planejar', 'aconteca', 'feliz', 'ver', 'satisfeito', 'venda', 'ano']",comprei agora uso pessoal camisa polo bermuda jeans bermuda short azul preto preto vir justo produto recentemente comprei short dever ter comprimento vier deixar comprar bermuda shorts causa preco dever ficar lembro preco subir achar fazer comprar ano querer gastar vida colocar ar maximo tempo possivel sim vender maximo acontecer poder fazer coisa certezar preco justo fazer vender ano poder dizer querer pagar fazer planejar dinheiro ganhar dinheiro ganhar maioria fazer ano apenas pequeno parte receita achar dificil encontrar ano justo por jeans ano valiosas importar jeans comecar vender ano maximo fazer comprar ano poder dizer querer ano planejar aconteca feliz ver satisfeito venda ano,-1,14.540072,-0.5155641,,3480
comprei ate agora pra uso pessoal duas camisas polo quatro bermudas jeans duas bermudas dois shorts bermuda azul preta preta veio justa apesar produto recentemente comprei dois shorts jeans deviam ter cm comprimento ambas vieram cm vou deixar comprar bermudas shorts causa disso vou comprei jeans bermuda camisa camisa metro comprimento mesma largura jeans nao vou cor prata alguma maneira cor prata assim cor prata branca verde mas ter verde ter verde brancos pretos verde brancos pretos mas brancos pretos,fear,negative,"['comprei', 'agora', 'uso', 'pessoal', 'camisa', 'polo', 'bermuda', 'jeans', 'bermuda', 'short', 'azul', 'preto', 'preto', 'vir', 'justo', 'produto', 'recentemente', 'comprei', 'short', 'dever', 'ter', 'comprimento', 'vier', 'deixar', 'comprar', 'bermuda', 'shorts', 'causa', 'comprei', 'camisa', 'camisa', 'comprimento', 'mesmo', 'largura', 'jeans', 'nao', 'cor', 'prata', 'maneira', 'cor', 'prata', 'assim', 'cor', 'prata', 'branco', 'verde', 'ter', 'verde', 'ter', 'verde', 'branco', 'preto', 'verde', 'branco', 'preto', 'branco', 'preto']",comprei agora uso pessoal camisa polo bermuda jeans bermuda short azul preto preto vir justo produto recentemente comprei short dever ter comprimento vier deixar comprar bermuda shorts causa comprei camisa camisa comprimento mesmo largura jeans nao cor prata maneira cor prata assim cor prata branco verde ter verde ter verde branco preto verde branco preto branco preto,-1,14.584704,-0.47107244,,3481
comprei ate agora pra uso pessoal duas camisas polo quatro bermudas jeans duas bermudas dois shorts bermuda azul preta preta veio justa apesar produto recentemente comprei dois shorts jeans deviam ter cm comprimento ambas vieram cm vou deixar comprar bermudas shorts causa disso quando ramo tempo comprar jeans fazer corte por causa roupas feita porque feito colecao porque veste entao conveniente colecao vem camisa sunga primeira camisa sunga depois colecao posso usar duas meias e recomendavel comprar camisa manga vestido vestido como outra colecao posso usar meias vou algo leve colecao,fear,negative,"['comprei', 'agora', 'uso', 'pessoal', 'camisa', 'polo', 'bermuda', 'jeans', 'bermuda', 'short', 'azul', 'preto', 'preto', 'vir', 'justo', 'produto', 'recentemente', 'comprei', 'short', 'dever', 'ter', 'comprimento', 'vier', 'deixar', 'comprar', 'bermuda', 'shorts', 'causa', 'quando', 'ramo', 'tempo', 'comprar', 'jeans', 'fazer', 'corte', 'causa', 'roupa', 'fazer', 'fazer', 'colecao', 'entao', 'conveniente', 'colecao', 'vir', 'camisa', 'sunga', 'primeiro', 'camisa', 'sunga', 'depois', 'colecao', 'poder', 'usar', 'meia', 'recomendavel', 'comprar', 'camisa', 'manga', 'vestir', 'vestir', 'colecao', 'poder', 'usar', 'meia', 'ler', 'colecao']",comprei agora uso pessoal camisa polo bermuda jeans bermuda short azul preto preto vir justo produto recentemente comprei short dever ter comprimento vier deixar comprar bermuda shorts causa quando ramo tempo comprar jeans fazer corte causa roupa fazer fazer colecao entao conveniente colecao vir camisa sunga primeiro camisa sunga depois colecao poder usar meia recomendavel comprar camisa manga vestir vestir colecao poder usar meia ler colecao,-1,14.543697,-0.51321596,,3482
volta dia parou funcionar perdi acesso pix tudo uns dias apos reinstalacao consegui logar novo app acessar conta fiquei preocupado rosto desapontado resolvido bem chato verdade ninguem garante nao acontecera novo ninguem ver dia mal doo momento olhando conta mal doo bem doo ainda cheguei pulolo ver dia i mal momento olhando conta bem ainda cheguei pulolo ver i momento olhando ainda cheguei pulolo i,fear,negative,"['voltar', 'dia', 'parar', 'funcionar', 'perdi', 'acesso', 'pix', 'dia', 'apo', 'conseguir', 'logar', 'novo', 'app', 'acessar', 'conta', 'fiquei', 'preocupar', 'rosto', 'desapontar', 'resolver', 'bem', 'chato', 'verdade', 'ninguem', 'garantir', 'acontecera', 'novo', 'ninguem', 'ver', 'dia', 'mal', 'doo', 'momento', 'olhar', 'conta', 'mal', 'doo', 'bem', 'doo', 'ainda', 'cheguei', 'pulolo', 'ver', 'dia', 'mal', 'momento', 'olhar', 'contar', 'bem', 'ainda', 'cheguei', 'pulolo', 'ver', 'momento', 'olhar', 'ainda', 'cheguei', 'pulolo']",voltar dia parar funcionar perdi acesso pix dia apo conseguir logar novo app acessar conta fiquei preocupar rosto desapontar resolver bem chato verdade ninguem garantir acontecera novo ninguem ver dia mal doo momento olhar conta mal doo bem doo ainda cheguei pulolo ver dia mal momento olhar contar bem ainda cheguei pulolo ver momento olhar ainda cheguei pulolo,-1,1.6605886,3.4352148,,3493
comprei ate agora pra uso pessoal duas camisas polo quatro bermudas jeans duas bermudas dois shorts bermuda azul preta preta veio justa apesar produto recentemente comprei dois shorts jeans deviam ter cm comprimento ambas vieram cm vou deixar comprar bermudas shorts causa disso nome camisa branca dado nova camisa nova branca veio duas camisas camisa branca vem produto anos anteriores nome preta porque vinha ano vinham camisas nome negra vem nova vinha tres jeans bermuda bermuda negra mudado porque tres vermelha verdade verdade veio tres vermelha outra geracao vem short amarelo outra short vermelho vinham na camisa mesmas cores vinha ano anterior camisa mesmas cores mesmas cores ano anterior anterior vinham,fear,negative,"['comprei', 'agora', 'uso', 'pessoal', 'camisa', 'polo', 'bermuda', 'jeans', 'bermuda', 'short', 'azul', 'preto', 'preto', 'vir', 'justo', 'produto', 'recentemente', 'comprei', 'short', 'dever', 'ter', 'comprimento', 'vier', 'deixar', 'comprar', 'bermuda', 'shorts', 'causa', 'nome', 'camisa', 'branco', 'dar', 'novo', 'camisa', 'novo', 'branca', 'vir', 'camisa', 'camisa', 'branco', 'vir', 'produto', 'ano', 'anterior', 'nome', 'preto', 'vir', 'ano', 'ver', 'camiso', 'nome', 'negro', 'vir', 'novo', 'vir', 'tr', 'jeans', 'negro', 'mudar', 'tr', 'vermelho', 'verdade', 'verdade', 'vir', 'tr', 'vermelho', 'geracao', 'vir', 'short', 'amarelo', 'short', 'vermelho', 'vir', 'camisa', 'mesmo', 'cor', 'vir', 'ano', 'anterior', 'camisa', 'mesmo', 'cor', 'mesmo', 'cor', 'ano', 'anterior', 'anterior', 'vir']",comprei agora uso pessoal camisa polo bermuda jeans bermuda short azul preto preto vir justo produto recentemente comprei short dever ter comprimento vier deixar comprar bermuda shorts causa nome camisa branco dar novo camisa novo branca vir camisa camisa branco vir produto ano anterior nome preto vir ano ver camiso nome negro vir novo vir tr jeans negro mudar tr vermelho verdade verdade vir tr vermelho geracao vir short amarelo short vermelho vir camisa mesmo cor vir ano anterior camisa mesmo cor mesmo cor ano anterior anterior vir,-1,14.579733,-0.47619337,,3494
muita sorte compras shein ultima compra notificada pagamento caro mercadoria pra recebe la quantia nao extrapolada dolares ainda sim taxada preco dinheiro lojas onde pessoas esperando horas nao escritorio gerente saber tendo problema,neutral,neutral,"['sorte', 'compra', 'shein', 'ultima', 'compra', 'notificar', 'pagamento', 'caro', 'mercadorio', 'receber', 'quantia', 'extrapolar', 'dolar', 'ainda', 'sim', 'taxar', 'preco', 'dinheiro', 'loja', 'pessoa', 'esperar', 'hora', 'escritorio', 'gerente', 'saber', 'ter', 'problema']",sorte compra shein ultima compra notificar pagamento caro mercadorio receber quantia extrapolar dolar ainda sim taxar preco dinheiro loja pessoa esperar hora escritorio gerente saber ter problema,-1,5.345644,-0.8761949,,3701
muita sorte compras shein ultima compra notificada pagamento caro mercadoria pra recebe la quantia nao extrapolada dolares ainda sim taxada gerente local tentativa receber valor roupas assim empresa havia pago ultima roupa multada empresa valor lote motivo novamente chamada compra outra roupa ficado menos lugar entrega fez logo comprar roupa fiquei sabendo outros interessados,neutral,neutral,"['sorte', 'compra', 'shein', 'ultima', 'compra', 'notificar', 'pagamento', 'caro', 'mercadorio', 'receber', 'quantia', 'extrapolar', 'dolar', 'ainda', 'sim', 'taxar', 'gerente', 'local', 'tentativar', 'receber', 'valor', 'roupa', 'assim', 'empresa', 'pagar', 'ultima', 'roupa', 'multar', 'empresa', 'valor', 'lote', 'motivo', 'novamente', 'chamar', 'compra', 'roupa', 'ficar', 'lugar', 'entregar', 'fazer', 'logo', 'comprar', 'roupa', 'fiquei', 'saber', 'interessado']",sorte compra shein ultima compra notificar pagamento caro mercadorio receber quantia extrapolar dolar ainda sim taxar gerente local tentativar receber valor roupa assim empresa pagar ultima roupa multar empresa valor lote motivo novamente chamar compra roupa ficar lugar entregar fazer logo comprar roupa fiquei saber interessado,-1,5.3354535,-0.87487566,,3702
vim pra manda anuncio aplicativo mandou casa,neutral,neutral,"['vir', 'manda', 'anuncio', 'aplicativo', 'mandar', 'casa']",vir manda anuncio aplicativo mandar casa,-1,-6.908133,-2.3455708,,3714
vim pra manda anuncio aplicativo o facil usar gerenciador ipload vez aplicacao,neutral,neutral,"['vir', 'manda', 'anuncio', 'aplicativo', 'facil', 'usar', 'gerenciador', 'ipload', 'vez', 'aplicacao']",vir manda anuncio aplicativo facil usar gerenciador ipload vez aplicacao,-1,-6.9216533,-2.3438015,,3715
vim pra manda anuncio aplicativo ainda hoje aplicativo procurado aplicativos ferramentas sociais ponta,neutral,neutral,"['vir', 'manda', 'anuncio', 'aplicativo', 'ainda', 'hoje', 'aplicativo', 'procurar', 'aplicativo', 'ferramenta', 'social', 'pontar']",vir manda anuncio aplicativo ainda hoje aplicativo procurar aplicativo ferramenta social pontar,-1,-6.9136367,-2.3346095,,3716
vim pra manda anuncio aplicativo sendo testado poucos testes,neutral,neutral,"['vir', 'manda', 'anuncio', 'aplicativo', 'testar', 'teste']",vir manda anuncio aplicativo testar teste,-1,-6.9252787,-2.341269,,3718
obrigado nao experimentei ainda miseria outros condicoes trabalho pobreza severas em julho diagnosticado diabetes tipo doenca afeta visao emocoes submetido tratamentos cirurgia conseguiu adaptar,neutral,neutral,"['obrigar', 'experimentar', 'ainda', 'miser', 'condicoe', 'trabalho', 'severa', 'julho', 'diagnosticar', 'diabete', 'tipo', 'doencar', 'afeto', 'visao', 'emocoes', 'submeter', 'tratamento', 'cirurgia', 'conseguir', 'adaptar']",obrigar experimentar ainda miser condicoe trabalho severa julho diagnosticar diabete tipo doencar afeto visao emocoes submeter tratamento cirurgia conseguir adaptar,-1,-0.86525744,8.666447,,3721
espero resolva vez problema em vez jogador narrador assume papel narcisista personagens,neutral,neutral,"['esperar', 'resolva', 'vez', 'problema', 'vez', 'jogador', 'narrador', 'assumir', 'papel', 'narcisista', 'personagem']",esperar resolva vez problema vez jogador narrador assumir papel narcisista personagem,-1,-0.9030176,-4.1855373,,3725
espero resolva vez problema mesma mensagem recebida outro colega entao referindo resposta professor,neutral,neutral,"['esperar', 'resolvar', 'vez', 'problema', 'mesmo', 'mensagem', 'receber', 'colega', 'entao', 'referir', 'resposta', 'professor']",esperar resolvar vez problema mesmo mensagem receber colega entao referir resposta professor,-1,-0.8903264,-4.1674376,,3726
espero resolva vez problema novo pensamento,neutral,neutral,"['esperar', 'resolvar', 'vez', 'problema', 'novo', 'pensamento']",esperar resolvar vez problema novo pensamento,-1,-0.8769734,-4.1625504,,3727
muita sorte compras shein ultima compra notificada pagamento caro mercadoria pra recebe la quantia nao extrapolada dolares ainda sim taxada menos quantidade maior na epoca caras passavam ai deram pouco fez acordo aceita porque feliz agora bom numero lojas maioria clientes aceitam,neutral,neutral,"['sorte', 'compra', 'shein', 'ultima', 'compra', 'notificar', 'pagamento', 'caro', 'mercadorio', 'receber', 'quantia', 'extrapolar', 'dolar', 'ainda', 'sim', 'taxar', 'quantidade', 'grande', 'epoca', 'cara', 'passar', 'ai', 'dar', 'pouco', 'fazer', 'acordo', 'aceitar', 'feliz', 'agora', 'bom', 'numero', 'loja', 'maioria', 'cliente', 'aceitar']",sorte compra shein ultima compra notificar pagamento caro mercadorio receber quantia extrapolar dolar ainda sim taxar quantidade grande epoca cara passar ai dar pouco fazer acordo aceitar feliz agora bom numero loja maioria cliente aceitar,-1,5.3517966,-0.87219816,,3756
fica aparecendo anuncio segundos meia volta fogao encontra parado o motivo som fogao toca redor femur som femur ouvido fica ainda forte este femur fica forte tocado apenas vez longo longo periodo tempo enquanto femur ave ativo durante periodo esta caracteristicas ave rapina nomeada apos morte o ave rapina rapina rhinella cristata forte tocado corrente ondas fortes as asas rhinella cristata apresentam efeito uma teoria sugere passaro grande potencial energetico ataque toca asas passaro rhinella cristata voo se forte pode bater voos frente como pode bater voos tras forte pode bater voos tras,neutral,neutral,"['ficar', 'aparecer', 'anuncio', 'segunr', 'volta', 'fogaor', 'encontrar', 'parar', 'motivo', 'som', 'Fogao', 'tocar', 'redor', 'Femur', 'som', 'Femur', 'ouvido', 'ficar', 'ainda', 'forte', 'femur', 'ficar', 'forte', 'tocar', 'apenas', 'vez', 'longo', 'longo', 'periodo', 'tempo', 'enquanto', 'femur', 'ave', 'ativo', 'periodo', 'caracteristica', 'ave', 'rapina', 'nomear', 'apo', 'morte', 'ave', 'rapina', 'rapin', 'rhinell', 'cristato', 'forte', 'tocar', 'corrente', 'Ondas', 'forte', 'asa', 'rhinella', 'cristato', 'apresentar', 'efeito', 'teoria', 'sugerir', 'grande', 'potencial', 'energetico', 'ataque', 'tocar', 'asa', 'passaro', 'rhinella', 'cristato', 'forte', 'poder', 'bater', 'voos', 'frente', 'como', 'poder', 'bater', 'voos', 'tra', 'forte', 'poder', 'bater', 'voos', 'tra']",ficar aparecer anuncio segunr volta fogaor encontrar parar motivo som fogao tocar redor femur som femur ouvido ficar ainda forte femur ficar forte tocar apenas vez longo longo periodo tempo enquanto femur ave ativo periodo caracteristica ave rapina nomear apo morte ave rapina rapin rhinell cristato forte tocar corrente ondas forte asa rhinella cristato apresentar efeito teoria sugerir grande potencial energetico ataque tocar asa passaro rhinella cristato forte poder bater voos frente como poder bater voos tra forte poder bater voos tra,-1,-3.1995432,2.6965065,,3760
vi nao bom mim cancelei vi varios comentarios nao bons vi ruim cancelei chuva eu mau mandar hospital tratar coisas particular,neutral,neutral,"['ver', 'bom', 'cancelei', 'ver', 'vario', 'comentario', 'nao', 'bom', 'ver', 'ruim', 'cancelei', 'chuva', 'mau', 'mandar', 'hospital', 'tratar', 'coisa', 'particular']",ver bom cancelei ver vario comentario nao bom ver ruim cancelei chuva mau mandar hospital tratar coisa particular,-1,-3.9173129,-1.5194186,,3776
radio desligando sistema permitindo sistema comunalizasse estacao espacial,neutral,neutral,"['radio', 'desligar', 'sistema', 'permitir', 'sistema', 'comunalizar', 'estacao', 'espacial']",radio desligar sistema permitir sistema comunalizar estacao espacial,-1,-5.124533,-2.4940941,,3777
radio desligando se mundo passando ter contato terra tendo meta desenvolvimento civilizacao moderna,neutral,neutral,"['radio', 'desligar', 'mundo', 'passar', 'ter', 'contato', 'terra', 'ter', 'meta', 'desenvolvimento', 'moderno']",radio desligar mundo passar ter contato terra ter meta desenvolvimento moderno,-1,-5.090752,-2.4805415,,3778
radio desligando se amores deus ficando aguas profundezas universo,neutral,neutral,"['radio', 'desligar', 'amor', 'de eus', 'ficar', 'aguo', 'profundeza', 'universo']",radio desligar amor de eus ficar aguo profundeza universo,-1,-5.063468,-2.470199,,3779
radio desligando acesso servicos internet,neutral,neutral,"['radio', 'desligar', 'acesso', 'servico', 'Internet']",radio desligar acesso servico internet,-1,-5.222897,-2.5492978,,3780
