content_traduzido,sentiment,sentiment_polarity,spacy_lemma
nao consigo receber codigo sms fazer verificacao etapas ja verifiquei operadora nao ha nenhum bloqueio tendo vista recebo sms outras empresas irritante nao disponibiliza alternativa receber codigo pois entro aplicativo banco pede codigo enviado celular absurdo falar solicitar solucao certeza problema deve ocasionando transtornos vida pessoas,disgust,negative,"['nao', 'consigo', 'receber', 'codigo', 'sms', 'fazer', 'etapa', 'verifiquei', 'operadora', 'ha', 'bloqueio', 'ver', 'recebo', 'sms', 'empresa', 'irritante', 'nao', 'disponibilizar', 'alternativa', 'receber', 'codigo', 'entro', 'aplicativo', 'banco', 'pedir', 'codigo', 'enviado', 'celular', 'absurdo', 'falar', 'solicitar', 'solucao', 'certeza', 'problema', 'dever', 'ocasionar', 'transtorno', 'vidar', 'pessoa']"
oportunidade escolhe opcao alimentar nivel conforme orientacao app fotografia sendo assim sugiro nao desqualifique nao permitido erro app opcao acredito alguem beneficia talvez prejudicar gentileza acertem aplicativo foto,disgust,negative,"['oportunidade', 'escolhe', 'opcao', 'alimentar', 'nivel', 'orientacao', 'app', 'fotografia', 'ser', 'assim', 'sugiro', 'desqualificar', 'permitir', 'erro', 'appr', 'opcao', 'acreditar', 'alguir', 'beneficia', 'talvez', 'prejudicar', 'gentileza', 'acertir', 'aplicativo', 'foto']"
pra aumentat nivel seguranca conta voce precisa habilitar reconhecimento facial nao problema funcionasse tentei diversas maneiras tirar foto nada app fala nenhum rosto detectado claramente rosto meio tela,disgust,negative,"['aumentat', 'nivel', 'seguranca', 'contar', 'voce', 'precisar', 'habilitar', 'reconhecimento', 'facial', 'nao', 'problema', 'funcionasse', 'tentar', 'maneira', 'tirar', 'foto', 'app', 'falar', 'rosto', 'detectar', 'claramente', 'ror', 'meio', 'tela']"
fiquei usar app fazer outra senha conseguir digito cpf entrar nao consigo digitar senha porque reinicia toda vez tento colocar senha ja desinstalei ja limpei caches dados assim nao consigo acessar fiz mei nao consigo ter acesso finalizar imprimir boletos pagamento rosto furioso,disgust,negative,"['fiquei', 'usar', 'app', 'fazer', 'senha', 'digito', 'cpf', 'entrar', 'consigo', 'digitar', 'senha', 'reiniciar', 'vez', 'tento', 'colocar', 'senha', 'caches', 'dar', 'assim', 'nao', 'consigo', 'acessar', 'fiz', 'nao', 'consigo', 'ter', 'acesso', 'finalizar', 'imprimir', 'boleto', 'pagamento', 'rosto', 'furioso']"
so milhares pessoas nao estao conseguindo habilitar app conta erro reconhecimento facial pior resposta robo pra todos sendo bem obvio concreto app defeito inves arrumar dizem burros nao capacidade motora intelectual centralizar rosto tela celular rss desinstalando ja pena pior precisava pra questao trabalho,disgust,negative,"['pessoa', 'estao', 'conseguir', 'habilitar', 'app', 'contar', 'erro', 'reconhecimento', 'facial', 'mau', 'resposta', 'robo', 'bem', 'obvio', 'concreto', 'app', 'defeito', 'arrumar', 'dizer', 'burro', 'capacidade', 'motor', 'intelectual', 'centralizar', 'celular', 'desinstalar', 'pena', 'pior', 'precisar', 'questao', 'trabalho']"
pessimo demais horrivel atualizacao ficou impossivel mexer tento entrar varias varias vezes dia sempre sucesso justo hora coloco senha ai pagina nao carrega acaba nao entrando verdade ja melhor hoje lamentavel situacao so porque quero ver carteira trabalho imagina serio enfim nao recomendo apesar termos usar outras funcionalidades ja aviso horrivel compensa,anger,negative,"['pessimo', 'demais', 'horrivel', 'atualizacao', 'ficar', 'impossivel', 'mexer', 'tento', 'entrar', 'vario', 'vario', 'vez', 'dia', 'sempre', 'sucesso', 'justo', 'hora', 'coloco', 'senhar', 'pagina', 'carrega', 'acabar', 'entrar', 'verdade', 'bom', 'hoje', 'lamentavel', 'situacaar', 'so', 'querer', 'ver', 'carteiro', 'trabalho', 'imaginar', 'serio', 'enfim', 'recomendo', 'apesar', 'termos', 'usar', 'funcionalidade', 'aviso', 'horrivel', 'compensar']"
nao consigo acessar nenhum aplicativos conta ouro tentei entrar app cnh digital pediu autorizar celular app gov br la pediu reconhecimento facial onde todas tentativas nao deu bloqueando conta hrs solucao tentar recuperar conta email onde diminuiu ouro bronze agora nao consigo ter acesso nada app aumentar nivel pede reconhecimento facial onde novo consigo bloqueia novo,disgust,negative,"['nao', 'consigo', 'acessar', 'aplicativo', 'contar', 'ouro', 'tentar', 'entrar', 'cnh', 'digital', 'pedir', 'autorizar', 'celular', 'app', 'Gov', 'pedir', 'reconhecimento', 'facial', 'tentativa', 'dar', 'bloquear', 'contar', 'hrs', 'solucao', 'tentar', 'recuperar', 'conta', 'email', 'diminuir', 'ouro', 'agora', 'nao', 'consigo', 'ter', 'acesso', 'app', 'aumentar', 'nivel', 'pedir', 'reconhecimento', 'facial', 'novo', 'Consigo', 'Bloqueia', 'novo']"
app nao funcionando corretamente poder fazer reconhecimento facial tudo publico nao funciona corretamente smartphone atualizado corretamente nao entendi dificuldade chega mes prova vida funciona rosto deprimido,disgust,negative,"['app', 'funcionar', 'corretamente', 'poder', 'fazer', 'reconhecimento', 'facial', 'publico', 'funcionar', 'corretamente', 'smartphone', 'atualizar', 'corretamente', 'entendi', 'dificuldade', 'chegar', 'prova', 'vida', 'funcionar', 'rosto', 'deprimir']"
app antigo celular agora instalei novo porem nao funciona senha acesso ok funciona navegadores so nao funciona aplicativo onde aparece mensagem erro nao possivel autorizar acesso verifique credenciais tente novamente ok,disgust,negative,"['app', 'antigo', 'celular', 'agora', 'instalei', 'novo', 'por', 'funcionar', 'senhar', 'acesso', 'funcionar', 'navegador', 'so', 'funcionar', 'aplicativo', 'aparecer', 'mensagem', 'erro', 'nao', 'possivel', 'autorizar', 'acesso', 'verificar', 'credencial', 'tentar', 'novamente']"
app ruim complicado recuperacao senha principalmente recuperacao numero telefone pois caso nao numero assim nao ha nenhuma forma mudar numero menos usar email recuperar senha caso outras opcoes tbm nao acesso revisem aplicativo pois maioria comentarios vi aqui reclamacoes alem tudo tento acessar senha app sai,disgust,negative,"['app', 'ruim', 'complicado', 'recuperacao', 'ser', 'principalmente', 'recuperacao', 'numero', 'telefone', 'caso', 'nao', 'numero', 'assim', 'ha', 'forma', 'mudar', 'numero', 'menos', 'usar', 'email', 'recuperar', 'senha', 'opcoe', 'tbm', 'nao', 'acesso', 'revisem', 'aplicativo', 'maioria', 'comentario', 'ver', 'aqui', 'reclamacoes', 'aler', 'tento', 'acessar', 'senha', 'app', 'sair']"
impossivel fazer reconhecimento facial app precisamos retomar vidas presos neste app ridiculo ninguem faz nada libertar precisamos segunda opcao acesso total site possamos retormar vidas volta,anger,negative,"['impossivel', 'fazer', 'reconhecimento', 'facial', 'app', 'precisar', 'retomar', 'vida', 'prender', 'app', 'ridiculo', 'fazer', 'libertar', 'precisar', 'segundo', 'opcao', 'acesso', 'total', 'site', 'possamo', 'retormar', 'vida', 'volta']"
reconhecimento facial nao funciona jeito nenhum pra conseguir subir nivel conta preciso utilizar recurso nao faz sentido nenhum sistema bronze ouro app nao estrutura fazer dar certo bem insatisfeito toda experiencia pessima,anger,negative,"['reconhecimento', 'facial', 'nao', 'funcionar', 'jeito', 'conseguir', 'subir', 'nivel', 'conta', 'preciso', 'utilizar', 'recurso', 'fazer', 'sentido', 'sistema', 'bronze', 'ouro', 'app', 'nao', 'estrutura', 'fazer', 'dar', 'bem', 'insatisfeito', 'experiencia', 'pessimo']"
top fiz todo procedimento deu tudo certo fiz reconhecimento facial confirmado aprovado tentaram mecher senha rapidamente sistema avisou chegou mensagem pra mim reconheceram nao refiz ficou td certinho agora tranquila agradecida parabens,happiness,positive,"['fiz', 'procedimento', 'dar', 'fiz', 'reconhecimento', 'facial', 'confirmar', 'aprovar', 'tentar', 'ser', 'rapidamente', 'sistema', 'avisar', 'chegar', 'mensagem', 'reconhecer', 'refiz', 'ficar', 'td', 'certinho', 'agora', 'tranquilo', 'agradecidir', 'parabem']"
aplico cumpre proposito gerenciador conta gov br coisa irrita toa vez vou fazer login inserir todos lados login novamente nao iate opcao deixar logado sempre ma verdade maioria aplicativos governo assim nao diferente qu custa deixa login salvo problema seguranca obriga pessoa usar tela bloqueio desenvolvedor fazer chato ter ligar toda vez,disgust,negative,"['aplico', 'cumprir', 'proposito', 'gerenciador', 'contar', 'gov', 'coisa', 'irrito', 'toa', 'vez', 'fazer', 'login', 'inserir', 'lar', 'login', 'novamente', 'nao', 'iate', 'opcao', 'deixar', 'logar', 'sempre', 'verdade', 'maioria', 'aplicativo', 'governo', 'assim', 'nao', 'diferente', 'custar', 'deixar', 'login', 'problema', 'seguranca', 'obrigar', 'pessoa', 'usar', 'tela', 'desenvolvedor', 'fazer', 'chato', 'ter', 'ligar', 'vez']"
nao recebendo codigo acesso aplicativo sms ja mudei ate aplicativo nao deu certo aplicativo gov br todas permissoes ativadas receber notificacao provavelmente cadastrei errado numero celular nao entrar fazer alteracao adianta entrar esqueci senha pois recebo codigo acesso numero celular cadastrado completamente travado acesso conta gov br,disgust,negative,"['receber', 'codigo', 'acesso', 'aplicativo', 'sms', 'aplicativo', 'dar', 'aplicativo', 'govr', 'permissoe', 'ativar', 'receber', 'notificacao', 'provavelmente', 'cadastr', 'errar', 'numero', 'celular', 'entrar', 'fazer', 'alteracao', 'adiantar', 'entrar', 'esqueci', 'ser', 'receber', 'codigo', 'acesso', 'numero', 'celular', 'cadastrar', 'completamente', 'travar', 'acesso', 'contar', 'gov', 'br']"
nao consigo logar tecnologia disponivel hoje dia nao chamar aqui aplicativo tento acessar tela envio codigo enviado sms nunca recebo estando nudo celular correto sinal sofrivel,anger,negative,"['nao', 'consigo', 'logar', 'tecnologia', 'disponivel', 'hoje', 'dia', 'chamar', 'aqui', 'aplicativo', 'tentar', 'acessar', 'tela', 'envio', 'codigo', 'enviado', 'sms', 'nunca', 'receber', 'estar', 'celular', 'correto', 'sinal', 'sofrivel']"
app terrivelmente pessimo nao consigo acessar conta pq simplesmente parei receber codigo verificacao etapas ja tentei logar reconhecimento facial ja preenchi formulario ja tentei logar conta caixa fim enviei mail gov pedindo socorro pois necessito acessar conta simplesmente nenhuma tentativa dando certo medo excluir refazer novamente gerar problemas beneficio,anger,negative,"['app', 'terrivelmente', 'pessimo', 'nao', 'consigo', 'acessar', 'conta', 'simplesmente', 'parar', 'receber', 'codigo', 'verificacao', 'etapa', 'tentar', 'logar', 'reconhecimento', 'facial', 'formulario', 'tentar', 'logar', 'conta', 'caixa', 'fim', 'govr', 'pedir', 'socorro', 'pois', 'necessito', 'acessar', 'conta', 'simplesmente', 'tentativa', 'dar', 'medo', 'excluir', 'refazer', 'novamente', 'gerar', 'problema', 'beneficio']"
ja tentei todas forma acessar nao recebendo msn celular nao consigo reconhecimento facil nao certo tendo ligando senha dois banco sempre volta pra codigo pra mail pede codigo celular poderia opcao iniciar zero tambem reconhecimento facil tentativa,disgust,negative,"['tentar', 'forma', 'acessar', 'receber', 'msn', 'celular', 'consigo', 'reconhecimento', 'facil', 'ligar', 'senha', 'banco', 'sempre', 'voltar', 'codigo', 'mail', 'pedir', 'codigo', 'celular', 'poder', 'opcao', 'iniciar', 'tambem', 'reconhecimento', 'facil', 'tentativa']"
aplicativo sensacional simula bem governo ultimos anos servicos ruins povo burocracias inuteis filas nao atendido querem meter vida financeira qualquer jeito pra piorar praticamente obrigatorio usar aplicativo pra varias coisas inclusive ver carteira trabalho incrivel nota recomendo,disgust,negative,"['aplicativo', 'sensacional', 'simular', 'bem', 'governo', 'ultimos', 'ano', 'servico', 'ruim', 'povo', 'burocracia', 'inutel', 'fila', 'atender', 'querer', 'meter', 'vida', 'financeiro', 'jeito', 'piorar', 'praticamente', 'obrigatorio', 'usar', 'aplicativo', 'coisa', 'inclusive', 'ver', 'carteiro', 'trabalho', 'incrivel', 'nota', 'recomer']"
raramente consigo acesso apresenta erro faco todas orientacoes limpar cache app google play reinstalo app nada repente consigo entrar loteria,disgust,negative,"['raramente', 'com si', 'acesso', 'apresentar', 'erro', 'faco', 'orientacoes', 'cache', 'App', 'google', 'playr', 'reinstalo', 'app', 'repente', 'consigo', 'entrar', 'loterio']"
optei verificacao duas etapas problemas precisei reiniciar sistema agora nao consigo acesso nenhum aplicativo governo porque notificacoes push codigo verificacao nao chegam nao ha nenhum canal comunicacao,disgust,negative,"['optar', 'verificacao', 'etapa', 'problema', 'precisei', 'reiniciar', 'sistema', 'agora', 'nao', 'acesso', 'aplicativo', 'governo', 'notificacoes', 'push', 'verificacao', 'chegar', 'ha', 'canal', 'comunicacao']"
ta pessimo app app nao abrindo semana ja desinstalei instalei novamente nada limpei todos dados padrao cache aplicativo assim continua ruim app pra ajudar milhoes pessoas sanar duvidas ver direito algo simplesmente deixa mao ja redefini senha assim senha redefinida momento vc digitar fecha,anger,negative,"['ta', 'pessimo', 'app', 'app', 'abrir', 'semana', 'instalei', 'novamente', 'nada', 'limpar', 'dado', 'padrao', 'Cache', 'aplicativo', 'assim', 'continuar', 'ruim', 'app', 'ajudar', 'milhoes', 'pessoa', 'sanar', 'duvir', 'ver', 'direito', 'simplesmente', 'deixar', 'senhar', 'assim', 'redefinido', 'momento', 'digitar', 'fechar']"
impossivel acessar conta celular nao cadastrou reconhecimento facial impossivel usar infelizmente agradeco resposta nao questao recuperar conta conta ok computador consigo acessar problema app impossivel acessar aplicativo pois informa nao encontrou reconhecimento facial reconhecimento facial celular deixam sequer entrar banco enfim vi varias pessoas reclamando tb,disgust,negative,"['impossivel', 'acessar', 'conta', 'celular', 'cadastrar', 'reconhecimento', 'facial', 'impossivel', 'usar', 'infelizmente', 'agradeco', 'resposta', 'questao', 'recuperar', 'conta', 'contar', 'computador', 'Consigo', 'acessar', 'problema', 'app', 'impossivel', 'acessar', 'aplicativo', 'informar', 'encontrar', 'reconhecimento', 'facial', 'reconhecimento', 'facial', 'celular', 'deixar', 'sequer', 'entrar', 'banco', 'enfim', 'ver', 'pessoa', 'reclamar']"
ultima atualizacao app nao reconhece tentativas login fica dificil depender app nao permite acesso fechar app sair informar dados login deveria validar pois dados sao cadastrados,disgust,negative,"['ultimo', 'atualizacao', 'app', 'reconhecer', 'tentativa', 'login', 'ficar', 'dificil', 'depender', 'nao', 'permitir', 'acesso', 'fechar', 'app', 'sair', 'informar', 'dado', 'dever', 'validar', 'dado', 'sao', 'cadastrar']"
nao funciona reconhimento facial diz nenhum rosto encontrado ja fiz tudo ja abre app assim dizendo nao encontrado cadastro digital assim nao funciona conheco varias pessoas jeito funciona biometria base dados tse cnh,disgust,negative,"['nao', 'funcionar', 'reconhimento', 'facial', 'dizer', 'rosto', 'encontrar', 'fiz', 'abrir', 'app', 'assim', 'dizer', 'encontrar', 'cadastro', 'digital', 'assim', 'funcionar', 'conheco', 'pessoa', 'jeito', 'funcionar', 'biometrio', 'base', 'dar', 'cnh']"
experiencia app nao sendo boa precisa aprimoramento nao consigo fazer login porque reconhecimento facil nao funciona estando lugar bem iluminado pai precisou fazer login app tambem reconhecida,disgust,negative,"['experienciar', 'app', 'nao', 'bom', 'precisar', 'aprimoramento', 'nao', 'consigo', 'fazer', 'login', 'reconhecimento', 'facil', 'funcionar', 'estar', 'lugar', 'bem', 'iluminado', 'pai', 'precisar', 'fazer', 'login', 'app', 'tambem', 'reconhecer']"
nao consigo logar jeito nenhum codigo validacao nao chega recebendo sms outros sites nao recebo deste portal tentei recuperar senha reconhecimento facial retorna pagina inicial desespero ja preciso acessar documento carro socorro,disgust,negative,"['nao', 'consigo', 'logar', 'jeito', 'codigo', 'validacao', 'chegar', 'receber', 'sms', 'site', 'nao', 'receber', 'portal', 'tentar', 'recuperar', 'senha', 'reconhecimento', 'facial', 'retornar', 'pagino', 'inicial', 'desespero', 'preciso', 'acessar', 'documento', 'carro']"
funcionava ate ultima atualizacao algum motivo app solicitou nova biometria facial ja feito anteriormente app nao conclui biometria facial nao reconhecimento ja mudei iluminacao local captura dias diferentes etc so nao mudei celular friso app funcionava antes ultima atualizacao,disgust,negative,"['funcionar', 'ultima', 'atualizacao', 'motivo', 'app', 'solicitar', 'novo', 'biometria', 'facial', 'fazer', 'anteriormente', 'app', 'nao', 'concluir', 'facial', 'reconhecimento', 'iluminacao', 'local', 'dia', 'diferente', 'etc', 'so', 'nao', 'mudei', 'celular', 'friso', 'app', 'funcionar', 'antes', 'ultimo', 'atualizacao']"
reconhecimento facial simplesmente nao funciona nunca funcionou nenhuma vez quer dessa forma nao possivel acessar aplicativo logo aplicativo dispensavel so serve pra ocupar espaco memoria celular,anger,negative,"['reconhecimento', 'facial', 'simplesmente', 'funcionar', 'nunca', 'funcionar', 'vez', 'quer', 'forma', 'possivel', 'acessar', 'aplicativo', 'logo', 'aplicativo', 'dispensavel', 'servir', 'ocupar', 'espaco', 'memoria', 'celular']"
infelizmente aplicativo continua ficando lento conforme adiciona elementos texto tais animacao brilho sombra pessimo prejudica finalidade deveria ter necessario mudar quanto antes todos verao diferenca util mim aproveito maximo querendo ver sempre evoluindo tudo mudou pegar janela ver sendo feito novo conceito realmente acho melhor tudo eu quero ver nada outro lugar trabalho entanto intencao arte procurando deixar tudo jeito queira colocar quiser fazer nada outro lugar queira quero fazer e fim proximo projeto,sadness,positive,"['infelizmente', 'aplicativo', 'continuar', 'ficar', 'lento', 'conforme', 'adicionar', 'elemento', 'texto', 'animacao', 'brilho', 'sombrar', 'pessimo', 'prejudico', 'finalidade', 'dever', 'ter', 'necessario', 'mudar', 'quanto', 'antes', 'verao', 'diferenca', 'util', 'aproveito', 'maximo', 'querer', 'ver', 'sempre', 'evoluir', 'mudar', 'pegar', 'janela', 'ver', 'fazer', 'novo', 'conceito', 'realmente', 'achar', 'melhor', 'querer', 'ver', 'lugar', 'trabalho', 'entanto', 'intencao', 'arte', 'procurar', 'deixar', 'jeito', 'querer', 'colocar', 'quiser', 'fazer', 'lugar', 'querer', 'querer', 'fazer', 'fim', 'proximo', 'projeto']"
gosto porem faltam alguns filtros valores sao competitivos relacao apps concorrentes vendedor desonesto nao aceitem pagar nada plataforma por maioria casos fornecedor prefere apostar stream acompanhar evolucao atividades cliente aumenta numero erros bugs mesma empresa procurando sempre resolver problemas solucao simples confiavel,sadness,positive,"['gostar', 'por', 'faltar', 'filtro', 'valor', 'competitivo', 'relacao', 'apps', 'concorrente', 'vendedor', 'desoner', 'aceiter', 'pagar', 'plataforma', 'maioria', 'caso', 'fornecedor', 'preferir', 'apostar', 'stream', 'acompanhar', 'evolucao', 'atividade', 'cliente', 'aumentar', 'numero', 'erro', 'bugs', 'mesmo', 'empresa', 'procurar', 'sempre', 'resolver', 'problema', 'solucao', 'simples', 'confiavel']"
gosto porem faltam alguns filtros valores sao competitivos relacao apps concorrentes vendedor desonesto nao aceitem pagar nada plataforma sim procuradas procura melhores concorrentes grande apps sempre melhor,sadness,positive,"['gostar', 'por', 'faltar', 'filtro', 'valor', 'competitivo', 'relacao', 'apps', 'concorrente', 'vendedor', 'desoner', 'aceiter', 'pagar', 'plataforma', 'sim', 'procurar', 'procurar', 'bom', 'concorrente', 'grande', 'apps', 'sempre', 'bom']"
app si bom funcao foto cade tbm nao todos efeitos tiktok normal entao so pra falar tchau ingles cerca ano inicio turne ia ter final turne podia ver ver pessoa entao comecou cantar achei mas convenceu comecou cantar ingles fazendo entao parte comecou cantar primeira musica musica sucesso entao outra chance tornou grande sucesso e maiores amigos eu dei monte anos fiz fez monte musica terminada bem pessoas grande ele rapido grande ele sempre palco cantando quero quero quero quero ter ele grande fa fas cantor produtor banda chamada orange queen fizeram musica the saving veio amigo conheceu tempo antes divertindo sempre quis bem boa fizesse algo assim,sadness,positive,"['appr', 'bom', 'funcao', 'foto', 'cade', 'nao', 'efeito', 'tiktok', 'normal', 'entao', 'falar', 'tchau', 'ingle', 'cerca', 'ano', 'inicio', 'ter', 'final', 'turne', 'poder', 'ver', 'ver', 'pessoa', 'entao', 'comecar', 'cantar', 'achar', 'convencer', 'comecar', 'cantar', 'ingles', 'fazer', 'entao', 'parte', 'comecar', 'cantar', 'primeiro', 'musica', 'musico', 'entao', 'chance', 'tornar', 'grande', 'sucesso', 'grande', 'amigo', 'dar', 'monte', 'ano', 'fiz', 'fazer', 'monte', 'musica', 'terminar', 'bem', 'pessoa', 'grande', 'rapir', 'grande', 'sempre', 'palco', 'cantar', 'querer', 'querer', 'querer', 'querer', 'ter', 'grande', 'cantor', 'produtor', 'banda', 'chamar', 'orange', 'queen', 'fazer', 'musica', 'vir', 'amigo', 'conhecer', 'tempo', 'antes', 'divertir', 'sempre', 'querer', 'bem', 'bom', 'fizesse', 'assim']"
app si bom funcao foto cade tbm nao todos efeitos tiktok normal entao so pra falar tchau lindo pergunte design mas lindo pergunte design eu pergunte series onde pra ficar quando volta otimo volta ruim voce sabe pessoa falando falando sei eu realmente design e sim viu site porque lindo todos efeitos pode ver assim mim projetos e otimo precisar cada series,sadness,positive,"['appr', 'bom', 'funcao', 'foto', 'cade', 'nao', 'efeito', 'tiktok', 'normal', 'entao', 'falar', 'tchau', 'lir', 'pergunte', 'design', 'lir', 'pergunte', 'design', 'pergunte', 'series', 'ficar', 'quando', 'volta', 'otimo', 'volta', 'ruim', 'saber', 'pessoa', 'falar', 'falar', 'saber', 'realmente', 'design', 'sim', 'ver', 'site', 'lir', 'efeito', 'poder', 'ver', 'assim', 'projeto', 'otimo', 'precisar', 'series']"
app si bom funcao foto cade tbm nao todos efeitos tiktok normal entao so pra falar tchau uns dias antes pais disseram trabalho sabiam disso disse porque disseram disse sabiam,sadness,positive,"['appr', 'bom', 'funcao', 'foto', 'cade', 'nao', 'efeito', 'tiktok', 'normal', 'entao', 'falar', 'tchau', 'dia', 'antes', 'pai', 'disser', 'trabalho', 'sab', 'dizer', 'dizer', 'dizer', 'sab']"
banco otimo gosto vantagens apresenta ultimo mes app apresentado muitos bugs instabilidades funcoes simples melhor solo bagao moderno barato outro solo bagao este dificeis conseguir contrario solo bagao bagao muitas falhas muitas vezes termina problema,sadness,positive,"['banco', 'otimo', 'gostar', 'vantagem', 'apresentar', 'ultimo', 'mes', 'app', 'apresentar', 'bugs', 'instabilidade', 'funcoes', 'simples', 'bom', 'solo', 'bagao', 'moderno', 'barato', 'solo', 'bagaor', 'dificel', 'conseguir', 'contrario', 'Bagao', 'bagao', 'falha', 'vez', 'terminar', 'problema']"
banco otimo gosto vantagens apresenta ultimo mes app apresentado muitos bugs instabilidades funcoes simples sistema bloqueio energia proprio nome faz lembrar antigo nome poloco o jogo si historia sim relacao protagonista outros personagens interessante jogado botao p botao r novidade graficos personagens boa jogabilidade torna boa experiencia jogos plataforma,sadness,positive,"['banco', 'otimo', 'gostar', 'vantagem', 'apresentar', 'ultimo', 'mes', 'app', 'apresentar', 'bugs', 'instabilidade', 'funcoes', 'simples', 'sistema', 'bloqueio', 'energia', 'proprio', 'nome', 'fazer', 'lembrar', 'antigo', 'nome', 'poloco', 'jogo', 'histozer', 'sim', 'relacao', 'protagonista', 'personagem', 'interessante', 'jogar', 'botao', 'novidade', 'grafico', 'personagem', 'bom', 'jogabilidade', 'tornar', 'bom', 'experiencia', 'jogo', 'plataformar']"
banco otimo gosto vantagens apresenta ultimo mes app apresentado muitos bugs instabilidades funcoes simples grande escala o resultado sistema acaba tornando caro quer fazer,sadness,positive,"['banco', 'otimo', 'gostar', 'vantagem', 'apresentar', 'ultimo', 'mes', 'app', 'apresentar', 'bugs', 'instabilidade', 'funcoes', 'simples', 'grande', 'escalar', 'resultado', 'sistema', 'acabar', 'tornar', 'caro', 'querer', 'fazer']"
banco otimo gosto vantagens apresenta ultimo mes app apresentado muitos bugs instabilidades funcoes simples jogos luta pes favor,sadness,positive,"['banco', 'otimo', 'gostar', 'vantagem', 'apresentar', 'ultimo', 'mes', 'app', 'apresentar', 'bugs', 'instabilidade', 'funcoe', 'simples', 'jogo', 'lutar', 'pes', 'favor']"
banco otimo gosto vantagens apresenta ultimo mes app apresentado muitos bugs instabilidades funcoes simples pode grande preocupacao espera nova versao cancao,sadness,positive,"['banco', 'otimo', 'gostar', 'vantagem', 'apresentar', 'ultimo', 'mes', 'app', 'apresentar', 'bugs', 'instabilidade', 'funcoes', 'simples', 'poder', 'grande', 'preocupacao', 'esperar', 'novo', 'versao', 'cancao']"
app otima opcao compra unica coisa chata tudo compra entrega individual ex compra lapis loja batom outra chega tudo individual ter lugar juntar todos pedidos mesma pessoa mandar todos juntos igual concorrencia ajudava gente meio ambiente penso po nao dei estrelas gente penso arrependo fez fiz coisa todos gostasse mundo penso mundo gente quer viver aqui porque todos nada dizer tudo ninguem pode todo tudo eu bem vindo todas todo entao boa coisa alguem voce porque boa parte mundo eu tudo e tudo porque pobre pobre entao tudo e e todos todo todos todos pen,sadness,positive,"['otimo', 'unico', 'coisa', 'chato', 'compra', 'entregar', 'individual', 'compra', 'lapis', 'loja', 'batom', 'chegar', 'individual', 'ter', 'lugar', 'juntar', 'pedido', 'mesmo', 'pessoa', 'mandar', 'junto', 'igual', 'concorrencia', 'ajudar', 'gente', 'meio', 'ambiente', 'pensar', 'dar', 'estrela', 'gente', 'pensar', 'arreper', 'fazer', 'fiz', 'coisa', 'gostasse', 'mundo', 'pensar', 'gente', 'querer', 'viver', 'aqui', 'dizer', 'poder', 'bem', 'vir', 'todo', 'entao', 'bom', 'coisa', 'alguir', 'voce', 'bom', 'parte', 'mundo', 'pobre', 'pobre', 'entao']"
app otima opcao compra unica coisa chata tudo compra entrega individual ex compra lapis loja batom outra chega tudo individual ter lugar juntar todos pedidos mesma pessoa mandar todos juntos igual concorrencia ajudava gente meio ambiente penso po nao dei estrelas porque gente precisa ter lugar esquecido coisa feita homem acontecendo fazendo tudo esquecido porque sabe disso tempo ignorante contrario porque gente criando algo errado sendo normal faz parte sistema normal efeito faz parte sociedade fazer parte sistema normal trata conjunto valores coisas sendo feitas bem mal trata coisa algo diferente sistema resultado todo fenomeno ignorante assim governo quer criar ambiente saudavel vida modo fazer sociedade bem tornado resultado todo fenomeno povo ignorante assim povo diminuindo dependencia forma tendo faz fazer sociedade trata conjunto valores coisas sendo feitas bem mal unico resultado assim povo assim diminuindo dependencia forma tendo conjunto valores coisas feitas mal unico unico,sadness,positive,"['otimo', 'unico', 'coisa', 'chato', 'compra', 'entregar', 'individual', 'compra', 'lapis', 'loja', 'batom', 'chegar', 'individual', 'ter', 'lugar', 'juntar', 'pedido', 'mesmo', 'pessoa', 'mandar', 'junto', 'igual', 'concorrencia', 'ajudar', 'gente', 'meio', 'ambiente', 'pensar', 'dar', 'estrela', 'gente', 'precisar', 'ter', 'lugar', 'esquecido', 'coisa', 'fazer', 'homem', 'acontecer', 'fazer', 'esquecido', 'saber', 'tempo', 'ignorante', 'contrario', 'gente', 'criar', 'errar', 'normal', 'fazer', 'parte', 'sistema', 'normal', 'efeito', 'fazer', 'parte', 'sociedade', 'fazer', 'parte', 'sistema', 'normal', 'tratar', 'conjunto', 'valor', 'coisa', 'fazer', 'bem', 'mal', 'tratar', 'coisa', 'algo', 'diferente', 'sistema', 'resultar', 'fenomeno', 'ignorante', 'assim', 'governo', 'querer', 'criar', 'ambiente', 'saudavel', 'vida', 'fazer', 'sociedade', 'bem', 'tornar', 'resultado', 'fenomeno', 'povo', 'ignorante', 'assim', 'povo', 'diminuir', 'dependencia', 'forma', 'fazer', 'fazer', 'sociedade', 'tratar', 'conjunto', 'valor', 'coisa', 'fazer', 'bem', 'mal', 'unico', 'resultado', 'assim', 'povo', 'assim', 'diminuir', 'dependencia', 'forma', 'ter', 'conjunto', 'valor', 'coisa', 'fazer', 'mal', 'unico', 'unico']"
