content,sentiment,sentiment_polarity
"Muito bom, porém depois das atualizações recentes o modo busca de contatos na lupa ficou limitado, está difícil localização de contatos se não escrever exatamente as iniciais do nome. Busca de contatos que foi recebido em um bloco via whatsapp não é mais possível localizar. Exemplo: mudei de celular e os contatos que eu não tinha salvo no gmail ou conta de telefone enviei todos para meu novo telefone, porém nas buscas da lupa não se localiza mais .",sadness,positive
"Travando direto e fechando sozinho. Já troquei de aparelho,estou com poco x5 pro e o aplicativo desde o aparelho anterior trava ao digitar ou quando vou fazer qualquer interação com alguém e termina fechando sozinho, é impossível manter um diálogo, e 90% dos meus clientes utilizam o aplicativo. E vejo q isso está acontecendo praticamente só comigo e garanto que não é o aparelho. Por favor vejam meu caso urgente porque tá impossível usar o aplicativo e tô perdendo atendimentos de clientes.",disgust,negative
"A cada atualização uma raiva diferente!! Essa mudança no teclado virou uma bagunça, até desanimei de usar as figurinhas... Chamada de vídeo então, horrível, imagem péssima, a qualidade das fotos postadas nos status cai bruscamente, escutar áudios é outra luta... Atualizem pra melhorar o app, não pra bagunçar mais!",anger,negative
"Nessas últimas atualizações fez com o status tire quase toda a qualidade dos vídeos e das fotos. Não vejo graça de postar nada, pois fica tudo embasado e sem qualidade alguma. Por favor, estejam ao menos no padrão do Instagram que permite uma qualidade de 100% nos status.",disgust,negative
"Que idiota essa última atualização do whatsapp dos canais. Qual a necessidade disso?, nada haver!. Só acho que poderiam se importar mais em fazer atualizações por exemplo pra gente conseguir mudar a cor do whatsapp pra não ficar esse verdinho metódico de sempre, colocar música no status sem precisar de aplicados, isso sim seria top, mas não cada vez mais ficam complementando atualização idiota e que não acrescenta em nada aos usuários.🙄",disgust,negative
Depois de algumas atualizações ficou muito ruim de mandar as figurinhas salvas nas recentes. Pois sempre que seleciona uma pula para a aba das favoritas e tem que selecionar novamente as recentes para enviar. Obs: geralmente as figurinhas recentes são as que mais utilizo e antes não pulava de uma aba para a outra sem que eu selecionasse,disgust,negative
"Essa atualização quebrou totalmente os emojis e stickers. Além de ter ficado totalmente contra intuitivo, está travando na hora de selecionar a figurinha e o botão de apagar foi lá pra cima, totalmente sem sentido. Foi um total regresso essa atualização. Horrível apenas.",anger,negative
"Acho que poderia ter tipo um botão seletor que diz ""grupos"" daí quando ativado iria ficar somente os grupos e depois de desativado mostraria tudo (contatos e grupos), em meu ponto de vista seria útil para encontrar com mais facilidades os grupos (principalmente para estudantes que tem várias matérias, assim, tendo vários trabalhos em grupo).",neutral,neutral
"Não gostei dessa nova atualização, não consegui entender ainda essa nova atualização do status !!! Poderia ter melhorado a questão do envio de vídeos do status mais de 30 s, por exemplo o corte automático ou aumentar o tempo, o áudio fica travando sozinho ou não reproduz....",disgust,negative
"As últimas atualizações ficou muito ruim mesmo o aplicativo. Na questão de organização no status, por exemplo, está horrível, sem falar que ainda tem aquela sugestão de aplicativos pra seguir no status que é algo sem nenhuma necessidade e desrespeito a privacidade e individualidade da pessoa. Antes estava muito bom, todavía agora não mais.",disgust,negative
"Está muito bom o uso do whatsapp, só q esta precisando com q os vídeos q são postados nos status sejam adequados com 1 minutos de vídeos, pq 30 segundos é muito pouco, pq quando eu vou postar um vídeo grande fico só cortando às partes e assim é um pouco de perca de tempo. Mas está tudo ótimo no aplicativo, mas na próxima atualização providenciem esse recurso q aí sim fica show, e também colocar à função igual o Instagram de ter músicas disponíveis nos status para aplicar em fotos.",sadness,positive
"Gostaria de deixar duas sugestões para as próximas atualizações: 1- Tirar a informação de ""mensagem apagada"" ao executar tal ação, pois a lógica é que se apagamos algo é porque não queremos que saibam; 2- Uma opção de deixar o whatsapp ""inativo"" por algum tempo (tipo modo avião) ou até mesmo para alguns contatos específicos, sem permitir que mensagens cheguem enquanto está inativo.",neutral,neutral
"A última atualização tirou a opção de pesquisar pela aba atualizações e tirou a opção de ver todos os status que eu posto, tenho que ver desde o primeiro para chegar no último por exemplo, se eu quiser excluir algum status eu tenho que ver desde o primeiro, isso ficou muito ruim.",disgust,negative
"Agora sempre tem bug na hora de digitar algum emoji, o teclado sobe pra tela inteira e nem consigo ver o que tô digitando. A interface de figurinhas, emojis e gifs ficou um lixo, era ótimo arrastar pro lado pra ver as outras opções da mesma categoria q eu tava, ao invés de passar pra próxima (ex: de emojis ir pra figurinhas, ao invés dos próximos emojis). Pra piorar, agora arrastar tudo pra baixo nas figurinhas vai pra as próximas figurinhas...e deviam facilitar o local do botão de ""editar"".",disgust,negative
A cada atualização está vindo coisas diferentes agora tem até canais!!! Está ficando totalmente chato porque o whatsapp é mais para conversas privadas e não para ficar aparecendo canais de desconhecidos se tiver mais coisas desse tipo eu vou optar por usar outra plataforma já estão atualizando para a modernidade mais esquece que a maioria dos usuários como idosos e analfabeto usam o whatsapp e eles tem muita dificuldade aí vem vocês e dificulta mais para eles que top! Nota zero.,anger,negative
"Sobre a nova atualização que nos oferece canais para seguir seria muito útil ter como ocultar as sugestões de canais, remover todos se possível e fazê-los voltar a aparecer quando quisermos. Meu toc agradeceria! Sinto como se fosse uma poluição visual de anúncios em meio aos status dos contatos.",disgust,negative
"Na nova atualização tem a função de editar uma mensagem depois de enviada, porém após editarmos, nela aparece uma mensagem junto indicando que a mesma foi editada e isso perde toda a graça do recurso, não tem sentido avisar que uma frase foi corrigida porque isso é inútil, fica chato demais!! Arrumem isso!!",disgust,negative
"Bugs diários, áudio horrível,seria ótimo que tivesse áudio mais demorado,sem limites, fotos saem horríveis, gostaria que colocassem mais Gifs animados, filtros seria interessante também. O app atualiza muito, mas continua ó mesmo, não estou gostando muito não. Resolvam isso logo, é um app bom, más apresenta problemas diários em tudo Entrou hj um contato que nunca vi tive que denunciar e bloquear Escreve apresenta falhas continuamente Não chega código nunca",disgust,negative
"Muito bom app mas tem um problema, na nova atualização dos Tablets não tem como por uma conversa em tela e muitas pessoas como eu por exemplo, preferem a conversa em tela cheia vcs deveriam colocar a opção de deixar em meia tela ou tela cheia, por favor, se possível melhorem isso, qnd fizerem isso eu dou ⭐ ⭐ ⭐ ⭐ ⭐",sadness,positive
"O app é ótimo pra comunicação, porém depois dessa atualização da aba de figurinhas e essa do status o app está perdendo toda a essência, quase não dá pra mexer nele, ele trava muito, demora editar as mensagens, etc. Cara, pelo o amor de Deus mude essa atualização dos stts.",sadness,positive
"O fato que ainda continua com uma interface horrível e cores de temas totalmente ridículos onde vc tem uma diferença grande para o ios, sinceramente os desenvolvedores devem mudar as cores dos temas colocando igual do ios. Um unico app igual ao Instagram por isso guys usem mods dos apps kkkkk zuera a segurança não é confiável mais é mais antes usar o telegram pq podemos escolher nossa interface e termos até mais segurança. Bom é isso mudando a interface mudo de opinião.",anger,negative
"gameplay inovadora, história e enredo impecáveis, que te prendem do início ao fim. Jogabilidade muito boa e fácil de aprender. O único defeito é que o multiplayer é obrigatório, fora isso, ótimo jogo e deveria ter ganho o G.O.T.Y.",happiness,positive
"A ordem dos emojis ficou bagunçado, era bem mais fácil encontrar o emoji que queria na disposição anterior. Bom seria se tive a opção de escolher mandar fotos em alta qualidade automaticamente, nem sempre lembramos de mudar a quantidade na hora de enviar..",disgust,negative
"Minha opinião sobre o WhatsApp, um app excelente muitos recursos, diversas atualizações. Certas mudanças no app estão atrapalhando a utilização , a nova atualização para tablets sobre a tela dividida, é mas prática, portanto é mais difícil escolher os contatos etc, tela cheia é a melhor opção. Antes eu não conseguia postar status, nem criar meu avatar e salvar meus contatos. Consertei o WhatsApp mas por conta de problemas com o desenvolvedor(se eu não me engano) o app não está sendo aberto.",sadness,positive
"Está um lixo ultimamente! Bug de áudio ABSURDO! Tenho que abrir e fechar o app umas 7 vezes pra então o play de áudio funcionar! Já atualizei, instalei e desinstalei... E continua bugado! Sem contar a aba de figurinhas, uma confusão, nada intuitivo e prático, texto buga de vez em quando tbm... resumindo: depois da última atualização o app foi de 10 pra 1 estrela!",anger,negative
"O WhatsApp Messenger está horrível! Toda vez que vou gravar um áudio, Ele fica mudo, não sai o som. Daí eu tenho que reiniciar o celular, pra Ele voltar a funcionar e às vezes mesmo reiniciando Ele ainda continua no mudo. E outra coisa, está horrível quando aperto pra ouvir os áudios, pois ele não clicar! (Como se fosse um bug). Resolvam esse problema, por favor!",anger,negative
"Muito bom, pena que fica na nuvem as conversas então quando troca de celular e o celular antigo tá com defeito tu não consegue recuperar toda a conversa. Outro defeito é que deveriam ter a opção de ver se a pessoa leu a mensagem mesmo com a pessoa sem saber que eu li e também a questão de enviar áudio, tinha que ter a pergunta se eu realmente quero enviar, porque as vezes gravo sem querer e envia.",sadness,positive
Gosto muito do App Mas acho que poderia ter um EDITAR no status ! Que quando postar algo e quiser modificar vai no 3 pontinhos e ter um editar pra editar novamente o status!! Seria ótimo !! E tbm podia ter como escolher se querermos ficar invisível ou não na hora de visitar os STATUS de outras pessoas ...Pq quando desativa a confirmação de leitura desativa tudo!! E assim não conseguimos ver quem visita o nosso status!!,sadness,positive
"Atualização péssima na área de Status. Estava perfeito, aí foram mexer pra estragar. Antes você conseguia ver as visualizações sem quer que entrar no status, agora pra ver você tem que entrar e olhar um por um. Tá horrível. Ainda colocaram lá em cima ""Atualizações"" tá horrível! É Status! Parem de estragar algo que está bom.",anger,negative
"Seria bom algumas mudanças, pra quem gosta de personalizar e sabe também. Tipo edição de temas personalizáveis. Ostras configurações de avatar nas fotos e modo de muduras editado , editar cores dasletras dos textos e das hora, data ícones ao lado. Etc. Ficaria show. Obs. Deixar duas versões aqui na loja uma what's mais avançado . Esse que citei é o outro normal padrão. Fica dica",sadness,positive
"Vim relatar um bug no app. Recentemente, vocês adicionaram uma função de conversas bloqueadas, mas a função é falha para comunidades, pois assim que apertamos no botão ""cancelar"" da digital e clicamos de novo na conversa, conseguimos entrar, isto sem nem ao menos realmente colocarmos nossa digital, muito perigoso.",fear,negative
Odiei essa atualização que me obriga a procurar o pacote de figurinhas utilizado recentes. Agora eu sou obrigado a abrir as figurinhas numa tela de uma figurinha obrigatória no whatsapp. Eu preferia quando ficava por padrão nas figurinhas mais recentes. Sinto muito mas se não consertarem isso logo eu vou migrar definitivamente para o telefram,disgust,negative
"o aplicativo é bom em si, mas ultimamente o whatsapp está cortando meus vídeos, por exemplo, vídeo meu de 28 segundos, ele tá cortando para ver até o segundo 06/07. também quando é um vídeo mais longo, 1 minuto, ele só coloca como 30. aí quando eu quero postar a continuação ele não deixa, que não é possível.",sadness,positive
"As mídias desapareceram da galeria e até dos arquivos do aparelho. Já olhei a configuração e a visualização de mídia está ativada. Queria saber o que aconteceu, pois preciso dos arquivos de fotos e videos do aplicativo. Edit__ Os desenvolvedores não dão a mínima para os problemas relatados. Se quer respondem para dar uma solução, quanto mais resolver o problema!",disgust,negative
"Amo muito essa plataforma,mas é óbvio que nada é perfeito ! As vezes ele trava super e não aceita mandar algumas mensagens sabe? Não é nada fácil abrir a aba de figurinhas assim como outras pessoas já falaram aqui sobre isso,não estou aqui para a pintar erros de um aplicativo..Até parece que eu nunca errei né?😂 Bom,o app é ótimo e dak pequenos erros que podem ser resolvidos !",sadness,positive
"Gosto muito do WhatsApp. Prático, dinâmico, acho-o confiável, permite a utilização e envio de áudios, vídeos, fotos e ultimamente tbém vêm incorporando melhorias interessantes, como a possibilidade de editar msg já enviada. Super recomendo.",happiness,positive
"Tá difícil clicar no botão de estrelinha (figurinhas favoritas), deixem a barra de seções de figurinhas maior ou deixem em cima de novo, eu tenho que clicar várias vezes pra conseguir selecionar... seria bom vcs deixarem o usuário dividir suas figurinhas favoritas também, pra não correr o risco de miss click e causar algum constrangimento ou até encontrar a figurinha ideal mais fácil...",disgust,negative
"Atualização horrível, a parte de figurinhas e emojis tá péssima, notei wow os status postados são cortados ao meio com uma duração de 10 segundos, arrumem esse bug dos status por favor! E voltem a interface de emojis e figurinhas como era antes, as últimas atualizações estão sendo péssimas, infelizmente.",anger,negative
Está horrível para inserir emojis uma confusão total. Tbm houve mudanças na forma de atendimento das ligações e isso tornou o app insuportável. NÃO se mexe naquilo que está dando certo. Por favor resolvam esses bugs eu não estou aguentando e preciso muito desse app para o trabalho. Sinceramente está atrapalhando minha vida e pelo que vejo eu não sou a única.,anger,negative
"Depois da última atualização, não se consegue compartilhar mais comprovantes direto dos apps de contas digitais. Aparece que não se pode enviar mensagem vazia. O que era fácil e bom, agora complicou, é necessário baixar o arquivo e depois enviar ele. Quamdo antes era apenas enviar diretamente. Arrumem isso. Pfv.",disgust,negative
Excelente aplicativo. Mas só que as vezes não entendo porquê que pedem para verificar a minha conta mesmo na infragindo o termo. E as vezes quando terminam de verificar a minha conta envia-me o código com 6 dígitos. E esse mesmo código activa automaticamente. E essa situação é muito frustrante... Gostaria que me ajudassem a resolver essa situação de uma vez por toda.,sadness,positive
"Olá, já faz algum tempo que sou usuário do app e gosto muito, já tentei usar outros tipos até mesmo do Google mas não me satisfaz como este. Tenho algo a dizer que talvez seja do app ou do meu aparelho, notei isso hj pela manhã, quando Clico no áudio para ouvir, ele não abri o áudio é como se não estivesse funcionando mas em outro app está tudo normal com a função de áudio. Gostaria de um retorno.",sadness,positive
"util a todo momento, sem custos, eficiente. Basta ter internet disponível. ",happiness,positive
"Em, 13/09/2023:- Hoje cedo apareceu uma nova atualização do app e, notei que houve alguma coisa errada após: quando eu mandei um recibo para uma determinado pessoa, sem eu fazer qualquer coisa, esse mesmo recibo foi encaminhado para outros dois contatos, automaticamente. Não deveria acontecer. O fato ocorreu as 09,33 h de hoje.",disgust,negative
"O aplicativo é muito bom, porém apresenta duas falhas muito graves. A primeira é a notificação de (mensagem apagada) que aparece quando apagamos as mensagens para todos. Aparece prá nós que apagamos e prá quem recebeu a mensagem, é muito desagradável. Não deveria aparecer prá quem recebeu, só prá quem apagou. A segunda falha é o tempo prá postar vídeo no status, somente 30 segundos cada postagem. Por favor, arrumem isso. Tirando isso, está tudo ótimo 👏🏻",sadness,positive
"Sem prós nem contras, sinceramente a aplicação é muito útil e viável,no entanto,acho que seria do agrado de todos a introdução de melhorias no produto,a duração dos status por exemplo,no meu ponto de vista seria congruente um aumento na sua duração,fora a esses pequenos ajustes,a app é muito boa",sadness,positive
"Com a nova atualização, não consigo adicionar uma música da galeria do smartphone como toque, pois não tem o acesso a biblioteca do smartphone. Achei péssimo. As figurinhas adicionadas e usadas recentemente estão uma bagunça. Está péssimo para usar. O botão de realizar uma chamada poderia estar distante da visualização da foto de perfil de uma pessoa, pois quando clicamos na visualização da foto, esbarramos no botão de chamada e efetiva a ligação nã",disgust,negative
"Muito bom mesmo, cada vez que atualiza sempre fica melhor! Dá para mandar áudio, mandar fotos, digitar, tem os status, e agora atualizou, pode editar a mensagem depois que manda, tem a chamada de vídeo e de voz, com qualidade, tem os avatares que da para mudar, só é um pouco travado mas, adorei que tem todos os emojis que conheço, tem os emojis de mão e tem de várias cores então nenhuma cor fica para traz. O que acho que pode mudar é: que dê para compartilhar para mais de 5 pessoas! Mas, amei.",sadness,positive
"A WhatsApp está constantemente a insistir que quer/precisa de ter acesso aos meus contactos e praticamente nada funciona. Nem sequer permite adicionar os contactos manualmente sem insistir que precisa de acesso aos meus contactos. Ridículo! Eu não quero dar e não vou dar os meus contactos ao FaceBook. Existem outras aplicações de mensagens melhores e que não insistem em me espiar. Em fim, dou uma estrela porque não posso dar zero.",anger,negative
"Cada dia mais bugado e com funções desnecessárias, façam o básico, por favor. Até hoje não tem separação entre grupos e conversas, acho o app desorganizado nesse sentido. Podia permitir organizar as figurinhas também, se salvamos, só fica nos favoritos. Outros problemas: não é possível mais pegar o link de um perfil comercial, as fotos publicadas diretamente da galeria para o status ficam com uma qualidade deprimente. Mais problemas: A última atualização trouxe animações desnecessárias.",disgust,negative
"a última atualização ta horrível, esse negócio de ""Atualizações"" nos status é TERRÍVEL simplesmente não dá mais pra ir nos tres pontinhos pra ver um status específico que eu postei com mais facilidade, ao invés de ter que ver todos. simplesmente a pior coisa que já inventaram, além de ficar feio. espero que dêem uma opção de desativar isso pra quem não curtiu a modificação.",anger,negative
"o app é ótimo, mas essas últimas atualizações, principalmente a dos status para visualizações e também a mudança na parte dos emojis e figurinhas, eu achei péssimo! do jeito que estava, era tão bom.",sadness,positive
"Nao estou mais gostando do aplicativo, perdeu a essencia. Eles ficam fazendo atualizaçoes que sinceramente NAO TEM PORQUÊ. Ficam inserindo varias coisas sem sentido como as atualizaoes dos status. Eu nao quero saber o que a netflix posta, por exemplo o aplicativo está perdendo o real motivo das pessoas instalarem: por praticidade. Se eu quisesse um aplicativo que copia o instagram, eu mexia NO INSTAGRAM. So queria mostrar o meu descontentamento msm.",anger,negative
"Tem muitas funcionalidades, extremamente importante para e estudar, trabalhar ou apenas conversar aleatoriamente. Mas um problema que devo relatar é sobre a LuzIA... Quando perguntamos se ela pode fazer algo como ouvir áudios ou descrever imagens enviadas, ela responde que SIM, pode fazer tudo isso. Mas quando testamos, ela não faz nada. Pergunto o que houve, e ela diz que não pode fazer tal ato. É mais provável que a LuzIA não tem todas as capacidades de funcionamento, sendo preciso detalhar!",sadness,positive
"Oi! Tô passando aqui para informar que não tô gostando dos últimos acontecimentos no whatsapp! Ele está bugando os vídeos que posto nos status, se eu postar uma segunda parte de um vídeo ou o meio dele (quando a gente escolhe uma parte antes de postar) sempre trava e para de reproduzir. Eu pensava que era o celular, mas já limpei e reiniciei, porém, infelizmente as postagens continuam a travar. Por isso eu peço, se o problema for no aplicativo, por favor, resolvam. Boa tarde, fiquem bem!💪🏾❤",disgust,negative
"Ótimo app de conversas, mas quero ressaltar uma coisa que deixaria o app mais seguro 🔐 e ter mais privacidade. A opção de esconder o número de telefone por exemplo ( 61 *********30) Ou ter a opção de você escolher mostrar seu número pra todos ou para somente seus contatos, ou ninguém igual a foto do perfil, assim o aplicativo ia ter mais privacidade com o seu número de telefone, por enquanto de resto está ótimo👍",sadness,positive
"Depois das atualizações tá ruim, os status trava ,estar ruim até para digitar.sem falar que tá quas impossível de ouvir mensagens de áudios, pois os mesmos trava ao clicar em reproduzi e também mesmo o aparelho em nível de volume adequado os áudios as vezes aumenta do nada o volume. 2023",disgust,negative
"Não gostei da aba ""atualização"" de vizualisou eu preferia a anteriores, elas contém imagens muito poluentes me fazem ter menos vontade de observar o que as pessoas postam nos status, elas desçam muito as notícias, as pessoas não querem ver notícias elas querem ver o que os amigos postam isso está acabando com WhatsApp, acredito que dê acordo com essas mudanças muito repentinuas surgirá novos APP, como exemplo 'tiktok' e assim as pessoas migrarão e um para outro melhor. Parem com essas mudanças.",disgust,negative
"Deveria ser uma opção do usuário a escolha das abas. Se eu não quiser ver canais, deveria ter a opção de inabilitar a aba, ou manter a atualização anterior... que coisa insuportável essa de forçar o usuário a ver propaganda. Pelo menos dê opção a quem não quer ver canais",disgust,negative
"Novas atualizações horríveis, uma coisa nada a ver com o aplicativo, não quero ver canais no whatsapp, simplesmente tiram a opção de procurar um status, agora os status visualiza fica escondido, e os canais não tem essa mesma opção, acho que essa escolha tinha que ser do usuário, e um aplicativo de msg não um twitter 🤮🤢 sem fala na figurinha que simplesmente ficam rolando e as favoritas são as últimas",anger,negative
Depois que eu atualizei o WhatsApp não estou conseguindo mais gravar vídeo na opção do no microfone onde eu gravava áudio podia gravar o vídeo e agora não estou conseguindo .Essa opção não está mais Disponível? E pra Ajuda eu moro em uma cidade que não tem torre de Cell só usamos o wi-fi o WhatsApp Nós Ajuda muito .,disgust,negative
"Na hora de editar as mensagens, fica uma prévia de como era a mensagem antiga o que não faz o menor sentido, deveria ficar apenas a mensagem editada. Na aba de figurinhas ficou muito bagunçado e pouco prático! Voltem com a aba de figurinhas antiga.",disgust,negative
"O App é bom, porém não é exatamente !!! Vces atualizam para corrigir alguns erros e acabam estragando outros que já estavam bons !!! Como por exemplo estou tendo problemas relacionados com vídeos dos status, a qualidade ficou muito ruim, e um outro problema que tem me deixado bastante descontenta é que dificilmente ele carrega os vídeos nos status ( postar), aparece uma mensagem dizendo que o vídeo não pode ser carregado escolha um vídeo diferente desse e tente novamente.",disgust,negative
"O app apagou todas as minhas mensagens e mesmo tendo sempre feito os backups não consegui recupera-las. E o suporte não resolve nada, só dá mensagens automáticas. Trabalho com relacionamento com pessoas e perdi anos de trabalho Minha confiança ficou completamente abalada! Uma vergonha.",anger,negative
"Essas últimas atualizações deixaram o App horrível. Odiei a atualização nos status. A função de canais é muito ruim e atrapalha a visualização dos Status, acho que deveria pelo menos ter a opção de desativar essa função.",anger,negative
"As últimas atualizações mudaram a posição e a forma de escolha das figurinhas que, na minha opinião, piorou 100%. Ficou menos intuitivo e mais demorado. Gostaria muito que isso fosse revisto e o que o sistema anterior retornasse.",disgust,negative
"O aplicativo era excelente, porém estão mexendo em coisas inúteis e deixando o aplicativo todo bugado, após a última atualização, todo vídeo que vou postar, mesmo tendo 30 segundos ou menos são cortados sozinhos, mesmo eu fazendo a postagem de forma correta, enfim espero que na próxima atualização consertem isso.",disgust,negative
"De tempo em tempo o WhatsApp obriga a atualização. Não tenho escolha. Na maioria das vezes, a atualização não melhora minha experiência de uso. Na última, o aplicativo ficou bem lento e com animações que achei desnecessário, as figurinhas nunca abre a aba de recentes de início, mas abre uma aba instalada que pouco uso. Clico nos ícones algumas vezes porque demora aceitar as funções solicitadas.",disgust,negative
"O aplicativo em si é muito bom para comunicação entre outras coisas, porém uma coisa que realmente o deixa quebrado, é a sua ""privacidade"" e a seu ""confiável"" independente de ter ou não o chip bloqueado, é muito ruim você perder seu número, e ele for passado para outra pessoa, se um dos seus contatos forem te mandar alguma mensagem importante, ou informação importante, a pessoa que está com seu número antigo, pode ver, e ainda por cima se passar por você. Peço que arrumem isso, obrigado.",fear,negative
"O aplicativo é muito bom e tem facilitado a comunicação entre os usuários, mas seria melhor ainda se possibilitassem ao usuário personalizar o app, oferecendo a opção de cores, tipos de balões e temas para o app. Outros apps já oferecem e seria maravilhoso se o whatsapp tbm oferecesse. Fica a dica! ;)",sadness,positive
"App muito bom, porém a nova configuração dos status está horrível, com os novos ""canais"" não é possível ver os status como antes, aparece só a foto de perfil da pessoa, muito confuso, deveriam mudar o layout.",sadness,positive
"Não consigo mais compartilhar extrato de pagamento do Nubank. Em outros apps da certo, mas no WhatsApp não rola de jeito nenhum. Isso começou a ocorrer após a última atualização. Antes estava normal. Deu bug aí. Sem falar o novo layout das figurinhas e emojis q ficou péssimo, como já vi dezenas de reclamações. Muito ruim. Conseguiram piorar o bagulho.",anger,negative
"O whatsapp têm evoluído muito em uma escala ótima, creio que seria melhor se tivesse um aumento no limite dos vídeos postados no status, poderiam colocar 1 minuto e se tivesse a opção de colocar músicas, e adicionar fotos com músicas igual no Instagram, seria muito bom .",sadness,positive
"Se puderem atualizar a plataforma web para ocultar as mensagem privadas, essas mensagens privadas só é acessada pelo celular, porquê no celular você é acessado com a digital mas já web essas mensagens ficam em amostra então não adianta em nada ocultar as mensagens. Tiraram a edição das mensagens, seria bom colocar novamente eu acho muito importante ter a edição das mensagens",sadness,positive
"Muito bom o Aplicativo, porém no dia de hoje, selecionei uma mensagem escrita, acesso Web whatsapp, utilizando Windows 10, e apagou todas as conversas do grupo e todos os arquivos e links salvos! Não tem opção de reverter isso?",sadness,positive
"Meu aplicativo apresenta erro ao executar as mensagens de áudio, reproduzindo apenas pelos alto falantes, parece que o aplicativo não reconhece o sensor de proximidade, tentei de tudo até o reset a configuração de fábrica, porém sem sucesso. Percebo esse problema nos aplicativos da Meta, Whatsapp e Intagram. Chequei a realizar teste no sensor, que não apresentou problema.",disgust,negative
"Retrogafo quem permitiu essa atualização da qual você não consegue mais deletar um número do aplicativo, em editar ou salvar. Para deletar tem que pegar papel e caneta escrever todos aqueles e sair do aplicativo para entrar na agenda do telefone e enfim apagar. Ou seja anote todos para não esquecer e ficar vendo aqueles indesejáveis mesmo já bloqueados",disgust,negative
Eu odeio como a cada atualização eles se esforçam para deixar o app mais feio. Agora ele colocaram a feature dos canais que são completamente inúteis e desnecessário e nem ao menos tiveram a decência de colocar uma opção para tirar aquela coisa. Peço por favor que coloquem uma opção para remover ou o retirem de uma vez.,anger,negative
"O aplicativo já foi bom. Hoje em dia vocês trazem tantas mudanças na interface, trazem novos recursos, mas esquecem de corrigir os bugs. Tratem da melhorar o aplicativo e parem de mudar tanto as coisas, isso só atrapalha as pessoas mais velhas que usam o aplicativo e aquelas que estão acostumadas com os recursos antigos.",disgust,negative
"Um ótimo aplicativo diário de comunicação. Gostei bastante das novas funções, são realmente úteis. Aqui deixo uma sugestão de mais melhorias que seriam úteis para nós usuários: Apagar mensagens e ao invés de aparecer para o destinatário, a mensagem sumir, igual no Instagram que não mostra que o remetente apagou aquela mensagem; personalização de interface (modo realmente noturno, não um azul escuro).",sadness,positive
"Não recebo a atualização com os menus embaixo :/ Toda hora recebo notificação de Procurando Novas Mensagens sem receber mensagens. Poderia ter uma forma de organizar e também de procurar as figurinhas, colocar tags nelas. Inclusive o novo layout de figurinhas ficou pior.",disgust,negative
Estou tendo problemas com a reprodução dos áudios. Ele simplesmente não atende ao comando inicial e preciso ficar clicando várias vezes até que o áudio reproduza. Por causa deste problema a reprodução automática tmb parou de funcionar (quando tem várias msgs de áudio numa msm conversa).,disgust,negative
"Quando vc pensa que não tinha como piorar o whatsapp, surge canais no meio dos status, por favor criem um jeito da gente desativar isso! Péssimo! Além das figurinhas virarem uma bagunça, tudo junto, não encontro mais nada, por favor voltem como era antes!",anger,negative
"Muito bom!!mais uma coisa que eu infelizmente não gostei e na hora de filmar, pois o tempo e de apenas 1:45, mais fora isso e perfeito! Recomendo muito além das chamadas durarem o quando quisermos! E o mesmo serve para áudios muito bom recomendo!!",sadness,positive
"O app é bom, mas claro que tem bugs. As vezes quando eu vou postar um vídeo no status, a qualidade fica baixa, ou da algum bug. E quando eu vou conversar com alguém, não aparece as mensagens muito bem, que no caso fica estranho. E vocês poderiam botar banners, iria ficar maneiro. Mas tirando algumas coisas, é realmente bom.",sadness,positive
"No geral é bom. Melhorias necessárias 1 - Falta a opção de controle de tempo de duração de mensagem de forma individualizada. É um saco a outra pessoa ficar mudando o tempo de duração de mensagem, além do mais não faz sentido nenhum não ser individual, visto que cada um deve ser responsável pelo que fala. 2 - Não aparecer escrito mensagem apagada, afinal, se apagou era porque não queria que fosse visto. 3 - O usuário poder marcar individualmente a opção de bloquear print",sadness,positive
"Amo esse app p/ meu trabalho! Posto muitas fotos no status, mas a partir da última atualização não consigo visualizar a fileira das fotos que posto. Para visualizar, tenho que clicar uma por uma....e p/ compartilhar também! Está horrível! Por favor, melhora isso.... obrigada",sadness,positive
"edit: colocaram emojis representando PCD 1. aguardo legenda para os áudios 2. Esse icone de ligação tem um acesso muito fácil, tão fácil que muitas vezes ligamos por engano. Poderia ter uma confirmação antes de chamar ou ser em algum lugar diferente, pois muitas pessoas abrem a foto pra ver maior e sem querer clica no telefone/vídeo.. 3. Muito bom ""localizar emojis"" q foi colocado há um tempo.",sadness,positive
"O app e muito bom!. Porém está tendo uns problemas ultimamente, quando vai olha status do povo ou o meu fica Tudo preto e demora pra voltar. Teve outros problemas antes, mais já arrumaram. O da minha amiga também tá assim e muito ruim. Antes tive qe desistalar e instalar várias vezes pra voltar e as vezes no voltavam.",sadness,positive
"O app estava excelente, mas desde essa última atualização na gravação de áudio, que agr possibilita gravar vídeo, tudo tá um estresse! Você vai clicar pra gravar um áudio, aí já muda o ícone pra enviar vídeo ou quando não é isso, é o áudio que não grava.. você vai no automático achando que tá gravando e quando vai ver, tá no zero travado. Ta chaaaaaato!!!",disgust,negative
