content,spacy_lemma,sentiment_polarity,sentiment_polarity_predict
"Não entendo porque a carteira digital tem tantos apps atrelados a ela. Sendo que a função que se procura é justamente na carteira de trabalho. Tentam facilitar e aumentar a segurança, mas só conseguem mais falhas e procedimentos desnecessário.","['nao', 'enter', 'carteira', 'digital', 'apps', 'atrelado', 'funcao', 'procurar', 'justamente', 'carteiro', 'trabalho', 'tentar', 'facilitar', 'aumentar', 'seguranca', 'conseguir', 'falha', 'procedimento', 'desnecessario']",positive,positive
"Eu gosto muito do app,o único problema é que tinha que ter aquela opção que tem no tik tok normal de ativar a ferramenta do desenvolvedor para ajudar a analizar as curtidas e visualizações dos vídeos,o horário e muito mais,eu prometo se tiver essa opção vou dar 5 estrelas e além disso o app é muito bom","['gostar', 'app', 'unico', 'problema', 'opcao', 'tok', 'normal', 'ativar', 'ferramenta', 'desenvolvedor', 'ajudar', 'analizar', 'curtida', 'visualizacoes', 'video', 'horario', 'prometo', 'dar', 'estrela', 'aler', 'de isso', 'app', 'bom']",negative,positive
"Gosto muito do aplicativo, porém, ultimamente ele está apresentando problemas na hora de incluir musica nos storys. Músicas conhecidas e que antes apareciam, quando coloco em ""pesquisar musica"" não aparece, e diz que não tem","['gostar', 'aplicativo', 'por', 'ultimamente', 'apresentar', 'problema', 'hora', 'incluir', 'musica', 'storys', 'musico', 'conhecer', 'antes', 'aparecer', 'coloco', 'pesquisar', 'musica', 'aparecer', 'dizer']",negative,negative
O aplicativo é muito bom É surreal mas tem alguns bugs que eu acho que dá para melhorar mas o aplicativo é ótimo em si tirando os bugs é claro,"['aplicativo', 'bom', 'surreal', 'bugs', 'achar', 'melhorar', 'aplicativo', 'otimo', 'si', 'tirar', 'bugs', 'claro']",negative,negative
"O app é ótimo, tem várias promoções, os produtos são em conta. O sistema só possui algumas travas, demora pra voltar a página inicial ou para o produto anterior, e tbm demora a carregar, acho que é algo que deveria melhorar muito. Mas ainda sim continuo a usar e super índico a qualquer um!","['app', 'otimo', 'varia', 'promocoes', 'produto', 'contar', 'sistema', 'possuir', 'travo', 'demora', 'voltar', 'pagina', 'inicial', 'produto', 'anterior', 'tbm', 'demor', 'carregar', 'achar', 'dever', 'melhorar', 'ainda', 'sim', 'continuar', 'usar', 'super', 'indico']",negative,negative
"Ótimo app de conversas, mas quero ressaltar uma coisa que deixaria o app mais seguro 🔐 e ter mais privacidade. A opção de esconder o número de telefone por exemplo ( 61 *********30) Ou ter a opção de você escolher mostrar seu número pra todos ou para somente seus contatos, ou ninguém igual a foto do perfil, assim o aplicativo ia ter mais privacidade com o seu número de telefone, por enquanto de resto está ótimo👍","['otimo', 'app', 'conversa', 'querer', 'ressaltar', 'coisa', 'deixar', 'app', 'seguro', 'cadear', 'fechar', 'chave', 'ter', 'privacidade', 'opcao', 'esconder', 'numero', 'telefone', 'exemplo', 'ter', 'opcao', 'escolher', 'mostrar', 'numero', 'todo', 'somente', 'contato', 'ninguem', 'igual', 'foto', 'perfil', 'assim', 'aplicativo', 'ter', 'privacidade', 'numero', 'telefone', 'enquanto', 'resto', 'otimo', 'polegar', 'cima']",negative,negative
"Ótimo os modelos mais tem grandes problemas que me deixam muito brava e o aplicativo pesimo, que é os modelos ficando com a tela preta ,não exporta os vídeos ,algumas fotos e vídeos ficam pretas e acabam com o modelo todo ,e trava horrores , não sei se é meu celular mais pra mim fica assim ,dei três por ser legalzinho mais 5 estrelas não merece!","['otimo', 'modelo', 'grande', 'problema', 'deixar', 'brar', 'aplicativo', 'pesimo', 'modelo', 'ficar', 'tela', 'preto', 'exporto', 'video', 'foto', 'video', 'ficar', 'preto', 'acabar', 'modelo', 'trar', 'horror', 'saber', 'celular', 'ficar', 'assim', 'dar', 'tr', 'legalzinho', 'estrela', 'merecer']",negative,negative
"O Canva é um excelente aplicativo, fácil de usar e com muitos recursos, utilizo no meu trabalho e também para atividades pessoais. Excelente!!!!","['canva', 'excelente', 'aplicativo', 'facil', 'usar', 'recurso', 'utilizo', 'trabalho', 'atividade', 'pessoal', 'excelente']",positive,positive
"A nova forma de armazenar contatos pelo WhatsApp para o Android ficou muito ruim. O +55 vem junto com o número e assim não conseguimos fazer ligação com o número armazenado. Tem que fazer o caminho de ""adicionar informações"" para se conseguir isso. Não ficou prático. Além disso existem alguns bugs muito ruins, como o cursos desaparecer do nada enquanto se está digitando. Quando você sobe a tela para ler mensagens passadas ele simplesmente pula para mensagens de muito tempo atrás.","['novo', 'forma', 'armazenar', 'contato', 'ficar', 'ruim', 'vir', 'junto', 'numero', 'assim', 'conseguir', 'fazer', 'ligacao', 'numero', 'armazenar', 'fazer', 'caminho', 'adicionar', 'informacoes', 'conseguir', 'ficar', 'pratico', 'aler', 'existir', 'bugs', 'ruim', 'curso', 'desaparecer', 'enquanto', 'digitar', 'quando', 'subir', 'tela', 'ler', 'mensagem', 'passada', 'simplesmente', 'pular', 'mensagem', 'tempo', 'atra']",negative,positive
"App bugado...toda hora da problema e nunca resolvem nada pra melhorar a performance do mesmo. Quando vc mais precisa, da problema. Trava, não abre, não funciona. Péssimo. Por isso que não uso mais. Vou desinstalar.","['app', 'bugar', 'hora', 'problema', 'nunca', 'resolver', 'melhorar', 'performance', 'precisar', 'problema', 'trar', 'abrir', 'funcionar', 'pessimo', 'uso', 'desinstalar']",negative,negative
"A cada atualização o aplicativo se torna menos prático,mais pesado e com funções totalmente desnecessárias. A atualização do teclado onde fica os emojis e figurinhas ficou HORRÍVEL e leva muito tempo pra achar um emoji ou figurinha qualquer. Para editar uma imagem nos status,colocaram fonte de letras feias iguais do instagram,feio demais!! E tem mais um monte de coisas que ninguém usa nesse aplicativo mas que insistem em incrementar ainda mais. Tá ficando inutilizável!!","['atualizacao', 'aplicativo', 'tornar', 'menos', 'pratico', 'pesar', 'funcoes', 'totalmente', 'desnecessaria', 'atualizacao', 'teclado', 'ficar', 'emojis', 'figurinha', 'ficar', 'horrivel', 'levar', 'tempo', 'achar', 'emoji', 'figurinha', 'editar', 'imagem', 'colocar', 'fonte', 'letra', 'feio', 'igual', 'instagr', 'feio', 'demais', 'monte', 'coisa', 'usar', 'aplicativo', 'insistir', 'incrementar', 'ainda', 'ficar', 'inutilizavel']",negative,negative
"Não sei o que está acontecendo com esse app. Mudei de aparelho e agora não consigo ativar o aplicativo, porque não faz o reconhecimento facial, só fala que não localizou nenhum rosto, mesmo a imagem estando extremamente nítida. Verifiquem por favor.","['saber', 'acontecer', 'app', 'mudei', 'aparelho', 'agora', 'com si', 'ativar', 'aplicativo', 'fazer', 'reconhecimento', 'facial', 'falar', 'localizar', 'rosto', 'imagem', 'estar', 'extremamente', 'niter', 'verifiquir', 'favor']",positive,positive
Eu não consigo fazer limpeza no celular com este aplicativo,"['consigo', 'fazer', 'limpeza', 'celular', 'aplicativo']",negative,negative
"aplicativo mt bom, preços otimos e roupas lindas. claro que as vezes o preço também vai definir a qualidade da roupa, mas pelo menos tenho a opção de escolher se quero roupa barata e fubuia ou se quero roupa ""cara"" e de qualidade. muita variedade ao ponto que agrada todo mundo, não só nos modelos mas também em preços e em qualidades como disse acima. se adapta ao gosto do cliente mas não deixa de oferecer suas melhores ofertas, muito bom.","['aplicativo', 'mt', 'bom', 'preco', 'otimos', 'roupa', 'linr', 'claro', 'vez', 'preco', 'definir', 'qualidade', 'roupar', 'pouco', 'opcao', 'escolher', 'quero', 'roupa', 'barato', 'fubuia', 'quero', 'roupa', 'caro', 'qualidade', 'variedade', 'ponto', 'agrar', 'mundo', 'modelo', 'preco', 'qualidade', 'dizer', 'acima', 'adaptar', 'gostar', 'cliente', 'deixar', 'oferecer', 'bom', 'oferta', 'bom']",positive,positive
"A ideia do aplicativo é excelente. Agora como aumenta o nível de uma conta quando o usuário tem 4 anos ? Preciso acessar a carteira de identidade da minha filha e simplesmente não consigo aumentar o nivel pq ela não tem cinta em banco, não tem cnh e a opção de validar com CIN simplesmente não abre ou não funciona","['ideia', 'aplicativo', 'excelente', 'agora', 'aumentar', 'nivel', 'contar', 'usuario', 'ano', 'preciso', 'acessar', 'carteiro', 'identidade', 'filha', 'simplesmente', 'com si', 'aumentar', 'nivel', 'cinta', 'banco', 'cnh', 'opcao', 'validar', 'cin', 'simplesmente', 'abrir', 'funcionar']",positive,positive
"Gostaria de deixar duas sugestões para as próximas atualizações: 1- Tirar a informação de ""mensagem apagada"" ao executar tal ação, pois a lógica é que se apagamos algo é porque não queremos que saibam; 2- Uma opção de deixar o whatsapp ""inativo"" por algum tempo (tipo modo avião) ou até mesmo para alguns contatos específicos, sem permitir que mensagens cheguem enquanto está inativo.","['gostar', 'deixar', 'sugestoes', 'proxima', 'atualizacoes', 'tirar', 'informacao', 'mensagem', 'apagar', 'executar', 'acao', 'pois', 'logica', 'apaga', 'querer', 'saibam', 'opcao', 'deixar', 'whatsapp', 'inativo', 'tempo', 'tipo', 'modo', 'aviao', 'contato', 'especifico', 'permitir', 'mensagem', 'chegar', 'enquanto', 'inativo']",negative,negative
"gameplay inovadora, história e enredo impecáveis, que te prendem do início ao fim. Jogabilidade muito boa e fácil de aprender. O único defeito é que o multiplayer é obrigatório, fora isso, ótimo jogo e deveria ter ganho o G.O.T.Y.","['Gameplay', 'inovador', 'historio', 'impecavel', 'prender', 'inicio', 'fim', 'jogabilidade', 'boa', 'facil', 'aprender', 'unico', 'defeito', 'multiplayer', 'obrigatorio', 'otimo', 'jogo', 'dever', 'ter', 'ganhar', 'g']",negative,negative
O app é ótimo. Porém estou com problemas para acessar os cartões on line no app. Sempre aparece um erro. E já faz um tempinho que vem ocorrendo isso. O app tem travado muito. Ajudem por favor.,"['app', 'otimo', 'por', 'problema', 'acessar', 'linar', 'app', 'sempre', 'aparecer', 'erro', 'fazer', 'tempinho', 'vir', 'ocorrer', 'app', 'travar', 'ajudar', 'favor']",negative,negative
"Minhas câmeras frontal e traseira estão com um bug visual, aparentando estar com o zoom no máximo mesmo não tendo ampliado e, logo após a foto ser tirada, ela volta ao normal. Tá difícil usar a tela pra se guiar pois está apliado e descentralizado. Quando o WhatsApp emplementa uma função nova, as outras saem do funcionamento padrão.","['camera', 'frontal', 'traseira', 'bug', 'visual', 'aparentar', 'zoom', 'maximo', 'ampliar', 'logo', 'Foto', 'tirar', 'volta', 'normal', 'dificil', 'usar', 'tela', 'guiar', 'apliar', 'descentralizar', 'quando', 'whatsapp', 'emplementar', 'funcao', 'novo', 'sair', 'funcionamento', 'Padrao']",negative,negative
Precisa com urgência tirar essa opção de empréstimo da tela inicial e esconder. Ladrão quando vê isso fica até feliz. A sensação que dá é que a empresa quer que em caso de assalto o empréstimo seja feito. Vou continuar usando como meu banco principal porém num celular diferente.,"['precisar', 'urgencia', 'tirar', 'opcao', 'emprestimo', 'tela', 'inicial', 've', 'ficar', 'feliz', 'sensacao', 'empresa', 'querer', 'caso', 'assalto', 'emprestimo', 'fazer', 'continuar', 'usar', 'banco', 'principal', 'por', 'celular', 'diferente']",negative,negative
"Olá! Bem,o Canva é um ótimo aplicativo, amo ele! Porém acabei ficando 1/2 semanas sem usar, e quando tentei entrar no aplicativo, ele só apresenta ""falhas continuamente"" e não consigo editar e nem entrar no app direito, já reinstalei o app, reiniciei meu celular e já atualizei, e mesmo assim não funcionou! Preciso do app para editar coisas importantes, e estou desde semana passada tentando entrar, por favor consertem isso!😰","['bem', 'canva', 'otimo', 'aplicativo', 'amo', 'por', 'acabar', 'ficar', 'semana', 'usar', 'tentar', 'entrar', 'aplicativo', 'apresentar', 'falha', 'continuamente', 'com si', 'editar', 'entrar', 'direito', 'reinstalei', 'reiniciar', 'celular', 'atualizei', 'assim', 'funcionar', 'preciso', 'app', 'editar', 'coisa', 'importante', 'semana', 'passado', 'tentar', 'entrar', 'favor', 'consertem', 'rosto', 'ansioso', 'gota', 'suor']",positive,positive
"Desde a última atualização que o app está com bugs. Não está funcionando o ""reconhecimento facial"". Não envia no e-mail o código para autorizar a assinatura digital. Até o momento os desenvolvedores não atualizam para consertar os bugs. Preciso urgente da assinatura digital e não funciona 😡","['ultimo', 'atualizacao', 'appr', 'bugs', 'funcionar', 'reconhecimento', 'facial', 'enviar', 'mail', 'codigo', 'autorizar', 'assinatura', 'digital', 'momento', 'desenvolvedor', 'atualizar', 'consertar', 'bugs', 'preciso', 'urgente', 'assinatura', 'digital', 'funcionar', 'rosto', 'furioso']",neutral,negative
"O app é muito bom, não tenho reclamações, um app ótimo pra um passatempo,e pra se distrair, dou 5 estrelas, ótimo.","['app', 'bom', 'reclamacoes', 'app', 'otimo', 'passatempo', 'distrair', 'dou', 'estrela', 'otimo']",negative,negative
"não entendo o sentido dos aplicativos do governo, tudo q eu preciso fazer no app tem que ir em alguma agência ou caixa eletrônico, não consigo acessar minha carteira pq agora eu tenho q subir de nível(?????) a função do aplicativo é facilitar a vida de que usa e não complicar mais ainda, melhorem essas banalidades de se dirigir a uma agência pra validar qualquer função do aplicativo.","['enter', 'sentido', 'aplicativo', 'governo', 'preciso', 'fazer', 'app', 'ir', 'agencia', 'caixa', 'eletronico', 'consigo', 'acessar', 'carteira', 'agora', 'subir', 'nivel', 'funcao', 'aplicativo', 'facilitar', 'vida', 'usar', 'complicar', 'ainda', 'melhor', 'banalidades', 'dirigir', 'agencia', 'validar', 'funcao', 'aplicativo']",negative,negative
"É o melhor e mais acessivel app de compras que conheço, os preços são ótimos e a variedade de produtos melhor ainda. Só alguns bugs no app que incomoda bastante, ele trava muitoo e as vezes notifica que o nosso pedido chegou sem ter chegado ainda, dai tenho que aguardar mais um pouco pra ver se chega o pedido ou se preciso fazer o reembolso, incomoda muito. Melhorem isso, por favor.","['bom', 'acessivel', 'app', 'compra', 'conheco', 'preco', 'otimos', 'variedade', 'produto', 'melhor', 'ainda', 'bugs', 'app', 'incomodar', 'bastante', 'trar', 'muitoo', 'vez', 'notifico', 'pedir', 'chegar', 'chegar', 'ainda', 'dai', 'aguardar', 'pouco', 'ver', 'chega', 'pedir', 'preciso', 'fazer', 'reembolso', 'incomoda', 'melhor', 'favor']",positive,positive
"Ele já foi bom uma vez mas agora tá tudo horrível eu não consigo salvar as fotos, as novas atualizações não aparece para mim eu não consigo colocar música no perfil por exemplo, aquele negócio dos stories ""sua vez"" eu não consigo usar não tá mais funcionando para mim sinceramente o Instagram não tá bom.","['bom', 'vez', 'agora', 'horrivel', 'consigo', 'salvar', 'foto', 'novo', 'atualizacoes', 'aparecer', 'consigo', 'colocar', 'musica', 'perfil', 'exemplo', 'negocio', 'vez', 'consigo', 'usar', 'funcionar', 'sinceramente', 'instagr', 'ta', 'bom']",positive,positive
"Aplicativo é muito bom e facinho de utilizar. Mas vcs deveriam colocar um sistema de pesquisa para efeitos e animações,e colocar templates para free download, isso iria ajudar muito. Também poderiam tirar isso de só poder add efeito favorito quem tem conta nele. Fora isso, o aplicativo é bom, vale a pena instalar.💋👚👒","['aplicativo', 'bom', 'facinho', 'utilizar', 'dever', 'colocar', 'sistema', 'pesquisa', 'efeito', 'animacoes', 'colocar', 'template', 'free', 'download', 'ajudar', 'tambem', 'poder', 'tirar', 'poder', 'add', 'efeito', 'favorito', 'contar', 'aplicativo', 'bom', 'valer', 'pena', 'instalar', 'marca', 'roupa', 'feminino', 'chapeu', 'feminino']",negative,positive
"Comecei a comprar da Shopee e estou adorando.No início fui experimentando para ver se valia a pena.E realmente compensa.São corretos, responsáveis, sempre recebo até antes do prazo e os preços são ótimos. O app. funciona normalmente, é de fácil acessibilidade ,todos podem comprar dentro das regras do mesmo.A garantia na compra também é verdadeira.Nota 10!","['começar', 'comprar', 'shopee', 'adorar', 'inicio', 'experimentar', 'ver', 'valio', 'pena', 'realmente', 'compensar', 'correto', 'responsavel', 'sempre', 'receber', 'antes', 'prazo', 'preco', 'otimos', 'app', 'funcionar', 'normalmente', 'facil', 'acessibilidade', 'poder', 'comprar', 'dentro', 'regra', 'mesmo', 'garantia', 'compra', 'verdadeiro', 'nota']",negative,negative
"O aplicativo não tá funcionando bem, do nada não consigo postar no feed com músicas em português porque simplesmente pesquiso e não aparece. Só aparece uma pequena quantia de músicas e em inglês. Affffffff","['aplicativo', 'funcionar', 'bem', 'consiger', 'postar', 'feed', 'portugue', 'simplesmente', 'pesquiso', 'aparecer', 'aparecer', 'pequeno', 'quantia', 'ingles', 'af']",negative,negative
Horrível odiei eu instalei e fico aparecendo propaganda toda Santa hora quando eu tô no tik tok ele aparece propaganda quando tô jogando toda hora!!!! Não recomendo nenhum pouco!.,"['horrivel', 'odiei', 'instalei', 'fico', 'aparecer', 'propaganda', 'santo', 'aparecer', 'propaganda', 'jogar', 'hora', 'nao', 'recomer', 'pouco']",negative,negative
"1 estrela em protesto a essa configuração ridícula de não poder tirar print da tela. Se quiser colocar isso numa tela de dados da conta beleza. Mas qual a lógica de eu não poder tirar print da minha caxinha de reserva de emergência? Era pra no mínimo ter a opção de desativar, e quem desativou que se responsabilize pela segurança da conta.","['estrela', 'protesto', 'configuracao', 'ridicula', 'poder', 'tirar', 'print', 'tela', 'querer', 'colocar', 'tela', 'dar', 'contar', 'beleza', 'logica', 'poder', 'tirar', 'print', 'caxinho', 'reserva', 'emergencia', 'minimo', 'ter', 'opcao', 'desativar', 'desativar', 'seguranco', 'contar']",positive,positive
"Mano, o insta tá bugando muito , a câmera trava nos filtros, aparece aquilo ""áudio indisponível"" também tem outro problema que me irrita muito, a galera agr coloca música na nota, e muitos não estão conseguindo por a música pq não aparece a opção de pôr música, eu tbm não consigo","['mano', 'insto', 'bugar', 'trar', 'filtro', 'aparecer', 'audio', 'indisponivel', 'problema', 'irrito', 'galerar', 'colocar', 'musica', 'noto', 'conseguindo', 'musica', 'aparecer', 'opcao', 'musica']",neutral,positive
"Boa tarde!, Sempre usei o aplicativo tranquilamente, porém ultimamente estou tendo uma dificuldade muito grande com o uso do mesmo, preciso as vezes fazer pix ou alguma movimentação com urgência e meu aplicativo simplesmente não abre, tenho que reiniciar o celular várias e várias vezes até conseguir entrar. -Smartphone Xiomi 12S Possivelmente algum bug.","['bom', 'tarde', 'sempre', 'usar', 'aplicativo', 'tranquilamente', 'por', 'ultimamente', 'ter', 'dificuldade', 'grande', 'uso', 'preciso', 'vez', 'fazer', 'pix', 'movimentacao', 'aplicativo', 'simplesmente', 'abrir', 'reiniciar', 'celular', 'vario', 'vez', 'conseguir', 'entrar', 'smartphone', 'xiomi', 'possivelmente', 'algum']",positive,positive
"Péssimo, estou tentando cadastrar reconhecimento facial para ter acesso a minha habilitação arrais e não reconhece, pede para tentar amanhã, detalhe que só tenho acesso a ela por esse app. Tem que melhorar muito antes de extinguir a habilitação física. E agora, como vou poder pilotar sem ter o documento????????????????????","['pessimo', 'tentar', 'cadastrar', 'reconhecimento', 'facial', 'ter', 'acesso', 'habilitacao', 'arral', 'reconhecer', 'pedir', 'tentar', 'amanha', 'detalhe', 'acesso', 'ter', 'melhorar', 'antes', 'extinguir', 'habilitacao', 'fisica', 'agora', 'poder', 'pilotar', 'ter', 'documento']",positive,positive
"Que ódio! Esse reconhecimento facial deveria ser sob comando, e a autorização de uso tem que ter uma aba para não ter que fazer toda vez que abre novamente o aplicativo. Extremamente chato e bloqueia teu uso por 24 horas. Poderia ser bom mas dificulta o uso para pessoas comuns. Imagine só para aqueles com dificuldade em tecnologia. Merecia meia estrela.","['odior', 'reconhecimento', 'facial', 'dever', 'comando', 'autorizacao', 'uso', 'abar', 'ter', 'fazer', 'vez', 'abrir', 'novamente', 'aplicativo', 'extremamente', 'Chato', 'bloqueia', 'uso', 'hora', 'poder', 'bom', 'dificulta', 'uso', 'pessoa', 'comum', 'imagine', 'dificuldade', 'tecnologia', 'merecio', 'meio', 'estrela']",positive,positive
"incrível, achei bem legal as opções e me ajuda a fazer vários trabalhos e slides escolares, tiro notas altíssimas nos meus trabalhos graças a facilidade de editar tudo do meu jeitinho, tem opções para todo tipo de coisa, escola, trabalho, convites e muito mais!! Eu super amo o Canva e sempre uso ele, um app ótimo e que para mim só teve um probleminha, na hora de editar, algumas funções aparecem sem eu querer ou trava do nada, mas nada que me atrapalhe, enfim, app perfeito, recomendo demais!! 💖","['incrivel', 'achar', 'bem', 'legal', 'opcoes', 'ajudar', 'fazer', 'vario', 'trabalho', 'slide', 'escolar', 'tiro', 'nota', 'altissim', 'trabalho', 'graco', 'facilidade', 'editar', 'jeitinho', 'opcoes', 'tipo', 'coisa', 'trabalho', 'convite', 'super', 'amo', 'sempre', 'uso', 'app', 'otimo', 'eu', 'problemer', 'hora', 'editar', 'funcoe', 'aparecer', 'querer', 'trar', 'nada', 'atrapalhe', 'enfim', 'app', 'perfeito', 'recomendar', 'demais', 'coracao', 'brilhante']",positive,positive
"Estou deixando de comprar na shein e vou desinstalar o aplicativo, muito burocracias, fui taxada numa compra de apenas 46 reais , só me avisam pra fazer login nos correios e pagar a taxa mas só dá que meu email é inválido, só que pra fazer compras ele é válido com certeza já perdi a mercadoria e o dinheiro, pra falar com alguém no suporte é impossível, se continuar assim e não fizerem nenhuma melhoria vão perder de vender.","['deixar', 'comprar', 'shein', 'desinstalar', 'aplicativo', 'burocracia', 'taxar', 'compra', 'apenas', 'real', 'avisar', 'fazer', 'pagar', 'taxa', 'email', 'invaler', 'fazer', 'compra', 'valir', 'certeza', 'perdi', 'mercadoria', 'dinheiro', 'falar', 'alguir', 'suporte', 'impossivel', 'continuar', 'assim', 'fizer', 'melhoria', 'perder', 'vender']",negative,negative
"Eu amo o canva. De verdade, é o melhor app pra fazer trabalho, arte pra insta, cartaz, etc. Mas ultimamente tá horrível! Estou tentando entrar no app a mais de 2 horas e diz q estou sem conexão com a Internet sendo q ela está ótima! Além disso tem muito bugs q precisa reiniciar o app o tempo todo e demora pra salvar os slides e as vezes fica falhando ao baixar! Melhorem! ","['amar', 'verdade', 'bom', 'app', 'fazer', 'trabalho', 'arte', 'insta', 'cartaz', 'etc', 'ultimamente', 'ta', 'horrivel', 'tentar', 'entrar', 'hora', 'dizer', 'otimo', 'aler', 'bugs', 'precisar', 'reiniciar', 'tempo', 'demora', 'pra', 'salvar', 'slide', 'vez', 'ficar', 'falhar', 'baixar', 'melhor']",positive,positive
"O aplicativo era excelente, porém a cada atualização fica pior, na hora da edição tem muitos bugs, muitas vezes o aplicativo não aparece o botão para adicionar fotos, tendo q ser reiniciado várias vezes, além de ter poucas opções de conteúdo gratuito, sendo q a mesma imagem pode ser encontrada pela internet de forma gratuita e no aplicativo é só pra pro, realmente não faz sentido, além disso algumas vezes o aplicativo não salva os projetos criados.","['aplicativo', 'excelente', 'por', 'atualizacao', 'ficar', 'mau', 'hora', 'edicaor', 'bugs', 'vez', 'aplicativo', 'aparecer', 'botao', 'adicionar', 'foto', 'ter', 'reiniciar', 'varias', 'vez', 'aler', 'ter', 'opcoe', 'conteudo', 'gratuito', 'mesmo', 'imagem', 'poder', 'encontrar', 'Internet', 'forma', 'gratuito', 'aplicativo', 'pro', 'realmente', 'fazer', 'sentido', 'aler', 'vez', 'aplicativo', 'salvar', 'projeto', 'criar']",negative,positive
"O aplicativo fica apresentando falhas constantes é esta ficando cada vez pior,nesta atualização ele fica fechando sozinho,é quando a gente pensa que é o celular,na verdade e o aplicativo,então se vocês querem lucrar,pelo menos façam algo bem feito,essa não e a primeira vez ,esse problema vem se agravando cada vez mais espero que vocês se conscientize é melhorem o app.","['aplicativo', 'ficar', 'apresentar', 'falha', 'constante', 'ficar', 'vez', 'mau', 'atualizacao', 'ficar', 'fechar', 'sozinho', 'gente', 'pensar', 'celular', 'verdade', 'aplicativo', 'entao', 'querer', 'lucrar', 'menos', 'facar', 'bem', 'fazer', 'primeiro', 'vez', 'problema', 'vir', 'agravar', 'vez', 'esperar', 'conscientize', 'melhor', 'app']",positive,positive
"Parece que só piora. Primeiro começou a dar bug nas postagem, vira e mexe edito algo e desconfigura na hora de postar, não salva de jeito nenhum rascunho da postagem. Agora começou a dar pau no direct, as mensagens não carregam ou não abrem, as conversas inteiras desaparecem do nada. Resolvam isso, pelamor.","['parecer', 'piora', 'primeiro', 'comecar', 'dar', 'postagem', 'viro', 'mexe', 'edito', 'desconfigurar', 'hora', 'postar', 'salvo', 'jeito', 'rascunho', 'postagem', 'agora', 'comecar', 'dar', 'pau', 'mensagem', 'carregar', 'abrir', 'conversa', 'inteiro', 'desaparecer', 'resolr', 'pelamor']",negative,positive
"Em 15/09/2023 estou reavaliando,por estar bem melhor de entrar e comprar pelo AP, tanto para pesquisas e tudo mais de compras e entrega. Perfeito.","['reavaliar', 'bem', 'melhor', 'entrar', 'comprar', 'ap', 'pesquisa', 'compra', 'entregar', 'perfeito']",negative,negative
"Amo o tiktok lite, pois é mais rápido e prático. Sendo na velocidade de rolagem de vídeos, e que não trava muito. Mas a coisa ruim é que não tem a opção de fotos, só tem vídeos. E não tem a função de republicar, que já tem a um ano no tiktok normal. Por favor coloquem essas duas opções.","['amo', 'litar', 'rapir', 'pratico', 'velocidade', 'rolagem', 'video', 'trar', 'coisa', 'ruim', 'opcao', 'foto', 'video', 'funcao', 'republicar', 'ano', 'tiktok', 'normal', 'favor', 'coloquem', 'opcoe']",negative,negative
"Reconhecimento facial não funciona, 3 vezes fui bloqueado por que não me Reconhece. O mesmo acontece com o acesso de minha esposa, que da a entender o baixo serviço em relação a coleta facial. Ou seja, precisamos acessar os serviços que é obrigatório acessar esse APP e não conseguimos.","['reconhecimento', 'facial', 'funcionar', 'vez', 'bloqueado', 'reconhecer', 'acontecer', 'acesso', 'esposo', 'entender', 'baixo', 'servico', 'coleta', 'facial', 'precisar', 'acessar', 'servico', 'obrigatorio', 'acessar', 'app', 'conseguir']",positive,positive
"Ótimo editor, mas para os celulares androides ele vem tento vários problemas, travamentos e na hora da exportação ele para no 99% e não salva o arquivo desejado, acredito no potencial desse aplicativo de edição, ele é ótimo, só tem que melhorar nessas coisas de bugs e etc.... Porque deixa o aplicativo com tanta lentidão que a pessoa desiste de editar no aplicativo, nada satisfatório!!","['otimo', 'editor', 'celular', 'androide', 'vir', 'tento', 'vario', 'problema', 'travamento', 'horo', 'salvar', 'arquivo', 'desejar', 'acredito', 'potencial', 'aplicativo', 'edicao', 'otimo', 'melhorar', 'coisa', 'bugs', 'etc', 'deixar', 'aplicativo', 'tanto', 'lentidao', 'pessoa', 'desistir', 'editar', 'aplicativo', 'satisfatorio']",positive,positive
Esse aplicativo é muito bom. Mas agora toda vez que abro aparece uma mensagem dizendo que deu erro e minhas edições não consigo acessar. Está horrível.,"['aplicativo', 'bom', 'agora', 'vez', 'abro', 'aparecer', 'mensagem', 'dizer', 'dar', 'erro', 'edicoes', 'consigo', 'acessar', 'horrivel']",positive,positive
"Realmente estou vendo melhoras significativas, muito obrigada!!! Amo o app","['realmente', 'ver', 'melhora', 'significativo', 'obrigar', 'amo', 'app']",positive,negative
"Não consigo fazer reconhecimento facial estou a três dias tentando, deveriam nos permitir recuperar senha de uma maneira mais fácil com alguns dados, porém preciso entrar no governo.br para entrar no meu inss, e minha carteira profissional q bloquearam minha digita, agora não consigo entrar e está difícil pois é uma exigência o q faço? Se não consigo entrar!! Tá cada vez mais difícil seguir normas digitais.","['nao', 'consigo', 'fazer', 'reconhecimento', 'facial', 'tr', 'dia', 'tentar', 'dever', 'permitir', 'recuperar', 'senha', 'maneira', 'facil', 'dado', 'por', 'preciso', 'entrar', 'governo', 'entrar', 'inss', 'carteira', 'profissional', 'bloquear', 'digitar', 'agora', 'com si', 'entrar', 'dificil', 'exigencia', 'faco', 'consigo', 'entrar', 'ta', 'vez', 'dificil', 'seguir', 'norma', 'digital']",positive,positive
